"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10","coef_lag11","coef_lag12","coef_lag13","coef_lag14","coef_lag15"
"29",29,0.00937642321688992,0.00680811452151394,0.00888241926221544,0.0156941676188039,0.0166293670844586,0.016382676860415,0.00379555206794827,0.00716318633465457,-0.00911872403051222,-0.00596044620195533,-0.0143270540181088,-0.00688091232712045,0.00399844188501244,-0.00372064632884695,-0.00262141870224557,0.00668258620359667
"30",30,0.00690172479861585,0.0085172121210632,0.0136659575612743,0.0190993049670237,0.020325471986923,0.0166205988977903,0.00273368401259582,0.00501692212460389,-0.00968730505334937,-0.00857867238164906,-0.0182376657085929,-0.00792234341174178,0.000907443258503646,-0.00727785917935745,-0.00915343809004856,0.00741937973074109
"31",31,0.00850209998480303,0.00266682294730408,0.00794053186873099,0.0124267577126929,0.0166988022964855,0.0129228330149041,0.00356862819415037,0.00722117034417924,-0.00806497403534014,-0.00589919511701294,-0.015961710769975,-0.00556885670082655,0.00240467555194459,-0.00121053093935596,0.0009768840622852,0.011809615421723
"32",32,0.00764763086490428,0.00431451960047579,0.0103763895789167,0.0152171772718485,0.014993192285812,0.0151194945592227,0.00259918996347243,0.00706646919400133,-0.0109348624643454,-0.00511893721954164,-0.0143596382299907,-0.00581128731246971,0.00497990186981469,-0.00257709302726266,-0.000799846309058022,0.00503158687055389
"33",33,0.011413040547438,0.00862490030822664,0.0112022680644926,0.0147944354424906,0.0121002712455872,0.00640985354488879,-0.00105013146182474,0.000553137583280606,-0.0114028765977062,-0.0104229415179613,-0.0131899589340162,-0.00261383898139139,0.000858031929760178,-0.00233420845724022,0.00133433460873367,0.0103315413553065
"34",34,0.00942342278435799,0.00852063100363327,0.0115394071778803,0.0169309782835276,0.0167574989739954,0.00853769139283158,-0.000201319115656488,0.00381027535537347,-0.00896272058529575,-0.00468770969540674,-0.00770106011983001,0.00236642453489581,0.00697737829113598,0.00290846918560998,0.00106757204156732,0.00901798504005599
"35",35,0.0153113584064107,0.0103156964590356,0.0199656483897987,0.0216065806315784,0.022995088365726,0.0203461836390792,0.00509465617016324,0.00720531195398252,-0.00933676810620098,-0.00388856200634291,-0.0124080885127523,-0.00156102193003928,0.00632378454066836,-0.00271396091162391,-0.00190846284805638,0.00428217448981468
"36",36,0.00580231123329124,0.00632286357578798,0.0091848369671955,0.0146864126956198,0.0156683908176776,0.0121740513809712,0.00223015773110357,0.00519910593780053,-0.01155995471147,-0.00792789860165722,-0.0142926335784014,-0.00325782804278497,0.0041008049357614,-0.00143265251319692,-0.000954393028065543,0.0118062492048874
"37",37,0.00905393212462274,0.00801808432798721,0.0136084316885456,0.0155530209699142,0.0207851592076925,0.00632181429253011,0.0031128602560681,0.00441668926741933,-0.00712958029536116,-0.00593471745389214,-0.0140276347308463,0.00166550661173353,-0.000337163810132178,-0.00471470096607642,-0.00527816120258979,0.00764776205727714
"38",38,0.0109860326849587,0.0118507534546382,0.0152009800117747,0.0160508880852865,0.0211994748710172,0.0110632067597555,0.0039236126988267,0.0090273208158223,-0.00680881759762798,-0.0042522230875466,-0.0122498111660404,-0.00271770650097329,0.00330633505567186,-0.00146384854099968,0.00134706198849039,0.00445559077263245
"39",39,0.0083244083785504,0.00633298630686124,0.00825499642517069,0.0112644299207889,0.0133704906500802,0.00901402788456302,-0.000377183997781471,0.00278999339996361,-0.00726004549566953,-0.00562832373282451,-0.00725870153003713,-0.00227343929760289,0.00829145746180334,0.000385325374887519,0.00256326726326014,0.00424172593409825
"40",40,0.0087632775731617,0.00792464109425044,0.0125099117707041,0.0163801615308005,0.0180454709701332,0.0140875838709248,0.00429496198660952,0.00674315457679342,-0.00850728536585484,-0.00580457011242524,-0.0140502259771315,-0.00154066375491153,0.00566196899784611,0.000212028735329871,0.00129119888359933,0.00583049866425479
"41",41,0.0112941500145664,0.0078943721238603,0.0108019535710703,0.0152652430311862,0.0175449857442256,0.0116678820896431,0.00297518731116049,0.00848011544182709,-0.00799726556907375,-0.00485517651610237,-0.0139763620360337,-0.00120918593717212,0.00254564423610135,0.000874012114982116,-0.000602119128635296,0.00817838836764393
"42",42,0.0142755163003663,0.011884084365673,0.0183043427967071,0.0193064478352584,0.0240659039632787,0.0102879569490841,0.000165908240362964,0.00925148228861833,-0.00950531225309594,-0.00581622742580942,-0.01573469694338,-0.00462776983122134,0.00610266677166869,-0.00751654420598313,-5.59473398171777e-05,0.00423190280773559
"43",43,0.00905448300407119,0.0109020744569244,0.0131820685207791,0.0180150997721306,0.0167886421434346,0.0081672095619549,0.000309641956894132,0.00590741292625873,-0.0117607456304903,-0.00722776437266131,-0.0118328197918793,-0.00135516167926279,0.00342693653806574,-0.00277559814711109,0.00169661072676117,0.00935959418899297
"44",44,0.0155248054338438,0.0094305828261924,0.0151494987325304,0.017070588804169,0.0203532061170948,0.0144778213941179,0.00447190140885348,0.00751021032705442,-0.0061877707991934,-0.00113991669812685,-0.00966065208424934,0.000239996917214434,0.00327547743689629,0.00324624085446548,-0.00412384909249872,0.00521269336864686
"45",45,0.011579800038675,0.0107586578045536,0.0178030124017869,0.0223923798054464,0.0197071484206599,0.0109600133399831,0.000211828104435666,0.005904231504375,-0.00928531770852405,-0.00594947995698276,-0.0100129466322441,0.00082272128696336,0.00646864185790025,0.00042696120801258,0.000503329716810456,0.010367631179714
"46",46,0.0097559416319249,0.00504784272137118,0.0113347671337497,0.0144177343041272,0.0183604113877513,0.00968405685257272,4.75518645396989e-05,0.00819869540006311,-0.00963390791551016,-0.00484438179966322,-0.0162313591839725,-0.006562066269132,0.00398617994034754,-0.00574118845201818,0.000656047829402031,0.0012121570177841
"47",47,0.0115844326405035,0.00771300110685705,0.0145867255333593,0.0173237584307299,0.0213078735515544,0.0125007088856994,0.00168820831298856,0.00860919710870326,-0.00818109804286763,-0.00646785312193059,-0.0153564643932504,0.000409678540925036,0.00881835883131431,-2.63730285442733e-05,0.00266480837021456,0.00904565400622189
"48",48,0.0123387710968994,0.00621221190870896,0.010356814550956,0.0144980659575002,0.0173723017790662,0.0143817179166956,0.00712961685856642,0.00834553115828118,-0.00385965735208111,-0.000841888535966629,-0.0109023832467875,5.94300075319362e-06,0.00174700026422816,0.00464592525921394,0.00201649072241578,0.00526860181966722
"49",49,0.0113898437240443,0.00678504435046758,0.014719990111601,0.0165319774659029,0.0168564855371097,0.0181768797455215,0.00550705545204163,0.011361950971309,-0.00730445986390457,-0.00478536370874019,-0.0138924623069092,-0.00596092402661178,0.0041350931891895,-0.00235380454524383,0.00206054136722658,0.0105263114970803
"50",50,0.00938894624497144,0.0093843656081451,0.0129259042426137,0.0173221576070229,0.0194667126675691,0.0132520351179423,0.000797285333910009,0.00391002401803175,-0.0102923758819688,-0.00554448670827742,-0.0107441103989488,0.000470741952682947,0.0078750907855711,0.00151401033642013,0.00461970453203133,0.00849634156735264
"51",51,0.0113278967085605,0.0114940392705787,0.018109730839821,0.0222525384505271,0.0222349915093583,0.0134849286735991,0.00489129152080367,0.00582834018033151,-0.00976745531168483,-0.00787817553206681,-0.0112626306158435,-0.000869225792129194,0.00883258481656129,-0.00120836698200888,0.000320700143609793,0.00927718693329128
"52",52,0.0118301038726619,0.00998570988519629,0.0161521436751128,0.0201465513743343,0.0201387610058034,0.0131163407427506,-4.85422039592953e-05,0.00436017812579599,-0.0094834693227836,-0.0028463846040051,-0.00991518733933313,0.00146010700730821,0.00799463848185226,-0.00242097142416311,0.000715729111221338,0.0060329861205872
"53",53,0.0117069156373753,0.00390962115802203,0.0127399650137472,0.0128451069250029,0.0175672328287067,0.012820832312274,0.00483422135306753,0.0045849812081091,-0.0106550074647836,-0.00425685221901384,-0.0125547314436063,-0.00482319900793465,0.00398720351197645,0.0022115646846855,0.00363349036275636,0.00609448601310192
"54",54,0.00766315373095981,0.00334262409108259,0.00797561362908335,0.0113689891479393,0.015242800077802,0.00949196690827191,0.00319932051477349,0.00371180619695318,-0.00942891211023112,-0.00520525843313363,-0.0118410810136838,-0.000415740041980472,0.00218735153995163,-0.000245985496627293,-0.00629395614462692,0.00691421415204507
"55",55,0.00908503463657351,0.00846074255862351,0.0125437658415985,0.0146456572973027,0.016366596664575,0.0091336182324019,0.00192706033689412,0.00517028651676151,-0.00769223465793683,-0.00426656656545064,-0.0100385867331821,-0.00081085324850178,0.00353463305293889,-0.00212508860579114,-0.00351380631904122,0.00413608531538775
"56",56,0.00858064028780401,0.0076722225932001,0.012975034264731,0.0174942704323669,0.0172049813013141,0.0145223145190361,0.00286083868506065,0.00801989231011537,-0.0106248561571713,-0.00919250313362492,-0.0158661792635437,-0.00502788841858814,0.00580676262826734,-0.00295368497253691,0.00545853991738252,0.0118401317679427
"57",57,0.0115374828667102,0.00641313332979278,0.0140966909251609,0.0184149829860225,0.0195835189893192,0.0122736879315979,0.00194756426957031,0.00700893104269703,-0.0104233255155953,-0.00530363016651121,-0.0126860862025878,-0.000679835232853255,0.0034013897025737,0.00101744136670879,-0.000740765214153472,0.00720157427538507
"58",58,0.0135758466853913,0.0123516447158605,0.0191661496546524,0.0242814343462331,0.0276053866224359,0.0176111511497458,0.00226341933244606,0.00753702252866098,-0.0104531056282646,-0.0057387855316566,-0.0120539934660678,0.000537892740843488,0.00728089697878321,-0.00237575950828035,-0.00148102927544101,0.0072832400982751
"59",59,0.00619382749433703,0.00488224408713317,0.0104413572103169,0.0146464693148765,0.017139156650718,0.0113112855046549,-0.00107660948186224,0.00451741759327604,-0.0112300227640797,-0.00655408719338064,-0.014632705290352,-0.000729293069592903,0.00656285621026309,-0.000355357779437876,9.60623417727679e-07,0.0104663548901592
"60",60,0.00905770170114887,0.00690546140790021,0.0125624445471473,0.0153328517647652,0.0216773673532039,0.0141352946288101,0.00562427873944905,0.00592288023731994,-0.00961266215596543,-0.00722477962310094,-0.0168019505877369,-0.00260654321548774,0.00299601471208897,-0.00560080519694052,-0.00527089841394766,0.00324648608257834
"61",61,0.00999299449387962,0.00720471416327724,0.0120142652291461,0.014411175777127,0.0177102749781167,0.0112570313477615,0.00137693249622885,0.0047132208170445,-0.0103747094271135,-0.00646235677937246,-0.0119613931426347,-0.000657209662215593,0.00580852483223035,-0.000532140728218668,0.00359946962298535,0.00873323767483907
"62",62,0.00801430115324571,0.00562138082120781,0.0100604654408518,0.0111846027830987,0.0155562049108063,0.012271550694998,0.00399439775400104,0.00583956885972656,-0.00995497407662974,-0.00501025705458395,-0.0157704788891269,-0.00364624551375668,0.00346868013094098,-0.00330754288709122,-0.000315788196890696,0.00394323891932779
"63",63,0.0118992843814709,0.00659382901512917,0.0132042975760843,0.0140144160111209,0.0188281321575094,0.0104564247202423,-0.000993169439958446,0.00802333037968572,-0.00971862522177093,-0.00372672724972429,-0.0120713120603441,-0.00213907392167943,0.00493043158947975,-0.00262251848801824,0.00376400156192845,0.00551616350706904
"64",64,0.00856754258311074,0.00787555147569066,0.0145404433515028,0.0195048196633157,0.0229593410654054,0.0154733861906117,-0.000211380920552728,0.00225372076579019,-0.0149810145172744,-0.0112350884579618,-0.0183833528072517,-0.00143801373839125,0.00800574753764468,-0.00117146609884573,-2.24342395660878e-05,0.0127843862822152
"65",65,0.0146176832695147,0.00900136281438385,0.0193482226516719,0.0216946248920506,0.0204002183223609,0.0137333351618319,0.00463446909187916,0.011265244230288,-0.00800220958198617,0.00244151905892383,-0.0053316978295681,0.00406231787055991,0.00731154726942678,0.000213328859298427,0.0038330059647384,0.0078349230512876
"66",66,0.00794499729113714,0.00917269021575712,0.0118397858674377,0.015937359213093,0.0128306420734237,0.00888006014923412,0.00277110060285182,0.00683120422372823,-0.00519835090568281,-0.00344896744694228,-0.0074335175479936,-0.00172615963463905,0.00332440474169765,0.000926558716869434,-0.000393762944678613,0.00741345200644966
"67",67,0.00654550945338969,0.00511660955606213,0.0075409359564779,0.00748913203446801,0.0125458400934499,0.00743518597338589,0.00162682504701691,0.00545045535358778,-0.00805807825493766,-0.00242685082811922,-0.0108080058914195,-0.00588306753689997,0.00101313584583843,-0.00273844323731456,0.000250132464443425,0.00155017393073973
"68",68,0.00723551096715762,0.00748189811797932,0.0122184126341328,0.017434528961655,0.0152446582539961,0.0127141643313678,0.000712434247824072,-0.00201243878053633,-0.0143877500609579,-0.0131348700698546,-0.0172090507851428,-0.00334289192301809,0.00328339575303866,0.000910770941979031,-0.00329767433587885,0.0112916640071193
"69",69,0.0131814923847702,0.015635402317317,0.0239293067827627,0.0267648726512092,0.0261392511369138,0.014938699710013,0.00446873004110925,0.00512563514925585,-0.0141437759639136,-0.00827828915061618,-0.0105794432408283,0.00574125337079406,0.00801533730461805,-0.000216269808484785,7.23431501748117e-05,0.0113274094044409
"70",70,0.0124319363208296,0.00910096575311923,0.0180412556203685,0.018591445684825,0.0210501094542225,0.0145080377337594,-0.00195161156902275,0.0061457397178921,-0.0118717813278821,-0.00556178491838901,-0.0121882078947328,-0.000429704170537951,0.00993667852330985,-0.000871207791303151,0.00344473953564501,0.0115455746715112
"71",71,0.0143756408714296,0.0096098511823137,0.0199735756606334,0.0212207561401717,0.0243336305436972,0.0190779871141192,0.00654835134318806,0.0143966615797855,-0.00632206478380147,-0.00263102165003201,-0.00865881026238738,-0.00494972877424587,0.00553922286913768,-0.00566164509157033,0.00210664891723145,0.00449971668437208
"72",72,0.0104140795015914,0.00987798298350826,0.0173572668740613,0.0184138179067132,0.0204345013982421,0.0119122598277477,-0.00270670586344102,0.00287685975011274,-0.00636584247316063,0.000854776467994749,-0.00608526961725822,0.00276401934935308,0.00783949916032051,-0.00389109004996422,-0.00480359301282807,0.00511822312522858
"73",73,0.00894900441463604,0.00485516299594665,0.012263090384052,0.0160647613083639,0.0187452984880397,0.0167090620025258,0.0048243297210442,0.00356533692038871,-0.0115045056980337,-0.00812808741521699,-0.0163713558627421,-0.00777630170952141,0.0033133631869236,-0.00371193192795494,-0.00369582557595397,0.00733133872308836
"74",74,0.0120580489514367,0.00634258998196073,0.00541161469866094,0.0105497160573313,0.0102535043267425,0.0106597116823064,0.00606910920780283,0.0075863590648155,-0.00525719288332371,3.3812215896768e-05,-0.00752143187450334,-0.00183471436797375,0.00378163498316262,0.0025272158510626,0.0077620637906063,0.00551796677899243
"75",75,0.0123190900116799,0.0105043723261105,0.0216265880368885,0.0197960412650773,0.0230437632047278,0.0186513743722258,0.00309095296359957,0.00957847136138088,-0.0113716709148457,-0.00464681431491502,-0.0144158394587338,-0.00605096950421826,0.00573417135083627,-0.00252918630104425,0.0017619229389366,0.00743713052388085
"76",76,0.00839003515500192,0.00947603025556941,0.012622932253003,0.0195973164943094,0.0209582162516208,0.013586944680803,-0.00194014682873021,-0.000184978495731391,-0.0130301391300682,-0.0100886285788483,-0.0145892485940346,-0.00208795093711742,0.00714613955780569,0.000435573478320538,-0.000365784836741936,0.007498101117393
"77",77,0.0131542841717471,0.0092506450733744,0.0160970859390724,0.0208751078694742,0.0235586768590681,0.0217431900987072,0.00588595538896322,0.0138548979748168,-0.010170019035399,-0.00537339068074187,-0.0141381392971893,-0.00261219219101838,0.00855885845156801,0.00138684655557279,0.00530341778267413,0.0141719677039479
"78",78,0.0091106957658416,0.00633451289675301,0.0124487658538898,0.0167125720044843,0.0189773544236529,0.00887160815190485,0.00164682026069888,0.00485796696934779,-0.00929929940349309,-0.00560235415873229,-0.0132931595313787,-0.00123043516451113,0.00329051900937148,-0.00472392714534052,-0.00158165610799718,0.0106610633866521
"79",79,0.00771708401697351,0.00625803756020568,0.0124333267023358,0.0181015836595923,0.0202732005897919,0.0155089403471544,0.000807607608578234,0.00855531955049428,-0.0125245189830609,-0.00532224333533819,-0.0144961476336583,-0.00462715127509857,0.00411433269441916,-0.00166294353927003,0.00430471108217026,0.00536113596038804
"80",80,0.00956189789122996,0.00819605352138074,0.0117674206467968,0.0135450730364838,0.016946779602595,0.0114619044143192,0.00624461628092164,0.00472463507782458,-0.0114394626603601,-0.00776494747703272,-0.0159890257352257,-0.00159219499194376,0.00332648511519748,-0.000682608828221972,-0.004579214021309,0.00836970653791782
"81",81,0.0105181741821996,0.00847585925987123,0.0131167053705143,0.0149941557858542,0.0202031100190418,0.0146213339060735,0.0051611536578645,0.00664251662361159,-0.0106742133946907,-0.0103175402297249,-0.0207800529738374,-0.00876290149346042,0.000515328139361996,-0.00543099037874292,-0.00394725839558833,0.00764264580774498
"82",82,0.00852210027376385,0.00664218634818019,0.00719081036900296,0.00889194021984216,0.0122891339429497,0.00570525034528234,0.00077853957704336,0.00100882702312777,-0.0102265404817264,-0.00772353891955702,-0.0131633885394051,-0.00240447996970638,0.00276748970414633,-0.000525668274030507,-0.00109407832571188,0.00639578684766094
"83",83,0.010426502556273,0.00805542348886492,0.0128765644259701,0.0159203233030909,0.0178174527787976,0.0140713213406253,0.00264467908859267,0.00711914416308669,-0.00388062624608511,0.000735523801605299,-0.00844428363840205,-0.00357479676101723,0.00517236010031417,0.000165627317365729,0.00218218446220403,0.00630408783980251
"84",84,0.0132908436797859,0.012178158125465,0.0227873041154067,0.0254302939004822,0.0286439979748945,0.0194861704058578,0.000548177755327799,0.0071268496815457,-0.0109745645238502,-0.00405622203015266,-0.00711147648704695,0.000302585906691402,0.0136777397847704,0.0015662120131952,0.00175992439901183,0.00999356449307783
"85",85,0.0124691551083864,0.00763490645235943,0.0161455115335203,0.0161906311006501,0.017182063236941,0.00946882468451761,-0.00667292705689674,0.00258424485976767,-0.0115128206436413,-0.00595657431901517,-0.0115044410749478,-0.00437292864108429,0.0072880023113356,-0.00725483287407737,-0.00295608472505216,0.00564775711356365
"86",86,0.01509866427317,0.011735854539803,0.0166068669478361,0.0193634670065947,0.0215191349874895,0.0125691714861832,0.00401760319504267,0.00936376453401486,-0.00542410430584791,-0.00136607867410461,-0.0101762736819553,-0.00124480226448207,0.00369154902617506,-0.00485883816485491,0.00170493588896899,0.00492882323989613
"87",87,0.00808654744578874,0.00804587276456761,0.0137176365518786,0.0145198009986451,0.0186994655557598,0.01666836043159,0.00546475419016691,0.00685360563667698,-0.00987956479314782,-0.00490688894197154,-0.0160237539666492,-0.00421366878535799,0.000834473647119301,-0.00425200594719823,0.00128747467146407,0.00547781509920618
"88",88,0.0130651278628224,0.0109812756441343,0.0187529886363262,0.0204211502265501,0.025107149302529,0.0131849615852458,0.00273170718422147,0.00718463356851818,-0.00736869825024901,-0.0041416424820715,-0.00806208726702841,0.00454739648777852,0.00768649268843774,0.00060698843675213,-0.000515566726766058,0.0113564761065877
