"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10","coef_lag11","coef_lag12","coef_lag13","coef_lag14"
"1",1,0.00350513582540279,-0.00736292663885051,-0.00965370060827031,-0.00385677234869215,0.000918427865574249,0.00119688738524136,-0.000226923107966215,0.00300563928782703,0.00138334255311532,-0.0019055651640359,-0.00692302764942551,0.00130922230940138,0.00262073862114902,0.000452218666299061,0.00279435335604479
"2",2,0.00473757688480431,-0.00859685158741137,-0.0066279992633698,-0.00646630390949611,-0.00289825252388294,-0.00431835802731757,-0.00209862410680336,-0.00146989464166317,0.000830704764302859,0.00199371807877045,-0.00195250201517082,-0.00268200828511911,-0.000266761328696445,0.00290515524779303,0.00248180461290007
"3",3,0.00043139743658371,-0.0117643951737463,-0.00483028557875075,-0.00512575686284302,-0.000835262138451211,-0.00433032168237617,-0.00438881899576091,-0.00113858020237741,0.00145720473915675,-0.00236427737968113,-0.00230107980384145,0.00376892677420259,0.000905180458169366,0.00245905171879891,0.00199403943221894
"4",4,0.00430940559580331,-0.00689302469532255,-0.00311181927145225,-0.000220875704896787,0.00225238041255141,0.00590984257608925,-0.00507520416366727,0.00328901673597899,-0.00246757745779177,0.00025233370620441,-0.00537043630242042,0.0065441125162403,-0.00157358114530006,0.00063321542165174,-0.00130017713183385
"5",5,0.00387760421860799,-0.0064884415681731,-0.00190731334189889,-0.00941928957676541,-0.00625748982006649,-0.00475259333890517,-0.00434681629476844,0.000113550782023968,-0.00434754202271684,-0.00264735078455295,-0.00575984182265416,0.00272096511907196,-0.00187954638924498,-0.00770561357389222,0.00331736741736871
"6",6,0.00163053665858032,-0.00858560717089839,-0.00367957213896534,-0.00403596950944825,-0.00172104811741722,-0.0021650951286126,-0.00281545146078988,0.00140236283617201,-0.000321365401433762,-0.00367389972365504,-0.00242637154216714,0.00674999487366907,0.000466181078179103,-0.00432107537694452,0.00184076757061275
"7",7,0.00392653808182144,-0.00936258694708167,-0.00799408788522836,-0.003618267879238,0.00049544076930234,0.00164605280075689,-0.00382814885908696,-0.00167606643955194,-0.00156108423723216,0.00278488349670672,-0.00167306891693573,-0.00115344792972571,-0.00228108791520991,0.00669782198061188,0.00492337887849946
"8",8,0.00115654169530131,-0.00609944743672331,-0.00610773315888181,-0.00439980585559581,-0.00303132299819843,-0.00386339770900066,-0.00530329963989478,-0.000405631706067794,-0.000159917826869293,0.000909238422325561,-0.00117369887443919,0.00162219054236094,0.00316348068573753,-0.00132092030266308,0.0023472813785529
"9",9,0.00546446352555757,-0.00171602312272285,-0.00343014248232654,-0.00794815587668487,-0.00199068773733351,-0.00428356855588765,-0.00409813985686775,-0.00242193053422277,0.00167542382389055,0.00353748777841617,0.000684614869081252,-0.00155566607811516,0.00122891203740445,-0.0012179417900384,-0.00229509235840125
"10",10,0.000848286679415264,-0.00254094023799644,-0.00617785113229305,-0.00160698999894623,-0.00235572304112219,0.000509421273565128,-0.002890225474303,0.000529666427456319,-0.00355525429253729,-0.00307079509688436,-0.00570493607835456,0.00440486574110302,0.000204157845590327,0.00185079096467002,0.00323109938739208
