"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5"
"1",1,0.00313657831676345,-0.00550408306861843,-0.00635327814819035,-0.00472961262988914,-0.00220023721848889,0.00214615088993248
"2",2,-0.000492584078494049,-0.00827027451414052,-0.00888368321064218,-0.00484225818873051,0.0037544581812099,0.00304509816537327
"3",3,0.00768513820765253,-0.00341054922994959,-0.000205361785655693,-0.00546810782878106,-0.00183960963976646,0.00237087759429281
"4",4,0.0033388795068343,-0.00834386885047492,-0.00539650165795212,-0.00435494997909407,0.00295216994140531,0.000816757199814401
"5",5,0.0045086527187832,-0.00987816125144393,-0.00383514921984732,-0.000212852999683881,0.000684963158253342,0.0029945938449604
"6",6,0.000371077639365487,-0.0090902545663988,-0.00812874408720504,-0.00553824156109279,0.00274429728460349,0.0038349740545667
"7",7,0.00254328000676922,-0.00720553613531667,-0.00740670973636129,-0.00732115875665683,0.00205158976355706,0.00266116258258974
"8",8,0.00241886465271461,-0.00819142253335528,-0.00531088328573615,-0.0033551755749456,0.000775027634889339,0.00320787691825297
"9",9,-0.000160635131804431,-0.00758555082815687,-0.00468469852663896,-0.00417463859649371,-0.00167029495071237,-0.00107671405994381
"10",10,0.000888309134261213,-0.00822348981509457,-0.0048469871075986,-0.00396649954167491,0.0025558661904502,-0.000748926786114225
"11",11,0.000196643910764401,-0.00972633269985549,-0.00571402685595684,-0.00334331466578368,0.00329765624792928,0.00456811833599161
"12",12,0.00464842946526849,-0.00858659346913386,-0.00477885656483286,-0.00432353302454826,0.000252999113405149,0.00315090954693871
"13",13,0.00423530482435924,-0.00693428531909155,-0.00424756004339382,-0.00512986375299586,0.000677666594040682,0.00169218075417072
"14",14,0.00686686001700362,-0.00717232579386149,-0.00258079057546474,-0.00632189065964289,0.000836738159439889,0.00373857956638558
"15",15,0.00367187471914808,-0.00796244032594442,-0.00509213799581618,-0.00343601591539856,-8.11765157974806e-05,0.00384208077991494
"16",16,-0.000415865865188123,-0.00627083041133299,-0.00578706000496558,-0.00505661496904042,-0.00194020049294051,0.00440671738766716
"17",17,-0.00169057379184862,-0.00953672062151255,-0.00724217836391941,-0.000447359677215949,-0.000524685517514963,-0.00160397577490817
"18",18,0.00207253985222875,-0.00712074700263579,-0.00281990253140648,-0.00477572928503005,0.000473989104531775,0.00325238557928485
"19",19,0.0053885026201587,-0.00774119592653647,-0.00347131332166462,-0.00438649566842712,0.00350916681378727,0.00236969446359647
"20",20,-0.0001588725220154,-0.00598611770753327,-0.00773599594744703,-0.00429619064593552,0.00333352027812316,-0.000355313868638219
"21",21,0.00129913619874943,-0.00597008580876071,-0.00602704812427526,-0.00299477684728073,-0.000409639564048377,0.00405754164262468
"22",22,0.00324590914496905,-0.0118695923899605,-0.00379887920441123,-0.00288820670665974,0.00296942892882773,0.00383663091158348
"23",23,0.00349637299634401,-0.00977493273527917,-0.00773223227463666,-0.00529649010548552,0.00249491796011396,0.00432682869080309
"24",24,0.000907223143679005,-0.00590132597052488,-0.00476529721233582,-0.00521527375934724,-0.00221050806121513,0.00116695407800935
"25",25,0.00286460104155786,-0.00983460770613705,-0.00476692542007213,-0.00469341664696648,0.00152988822755103,-0.000372110169131396
"26",26,0.00135046014493055,-0.00866378177809143,-0.00698244743046187,-0.00353771178173185,0.000819007188071584,0.00181671834736291
"27",27,-0.000719599313868489,-0.00680394629992488,-0.0078648962210952,-0.00579164096414413,-0.00165597657175242,-0.00175259838912614
"28",28,0.00270090917973815,-0.00693874682722707,-0.00661404397692113,-0.00603718980477117,0.00063151249889897,0.00377636588137998
"29",29,0.00363584787564384,-0.00974907587734385,-0.00393739757720033,-0.0037831689034518,-0.000110344417421341,0.00148856013313128
"30",30,0.00287263179516659,-0.00632307293537732,-0.00636155303853323,-0.00457936266137476,-0.00067493937769662,0.00339781769304143
"31",31,0.000978030926690257,-0.00834257386086898,-0.00678120210915068,-0.00530315402371655,-0.00113645022709732,0.00449326058889677
"32",32,0.000129271125763821,-0.0114334839430562,-0.00440981003191026,-0.00466486473520986,0.001952773139814,0.000509172184263474
"33",33,0.00396687519598163,-0.00614733050922048,-0.00409975441531211,-0.00113008956860889,0.00163477642138396,0.00471320525401336
"34",34,0.00470257512242505,-0.00565170777618623,-0.00415010055064584,-0.00372949906867365,0.000951316670835519,0.00374332354585276
"35",35,0.00242537884179522,-0.0102117271544964,-0.00664441948838985,-0.00418441551507007,-0.00127097417709882,-0.00140764049815837
"36",36,0.00620949821248943,-0.00708483741080483,-0.00256482979776507,-0.000859394158884723,-0.00111216268120749,0.00251674362772142
"37",37,0.00113339147871314,-0.00763322934915709,-0.00489763932939508,-0.0032439652984216,-0.00448192710738839,0.0028461239200208
"38",38,0.00389250161383285,-0.00422278715995495,-0.00670286366272931,-0.00402988250795929,0.00144243381548583,0.00624775180728943
"39",39,0.0026907528162968,-0.00846909211405074,-0.00778251845630573,-0.0010587664918208,-0.00214829699660214,0.00351583892475203
"40",40,0.00294406448015839,-0.00719657103465594,-0.00655688867708053,-0.00278809668754868,0.00224519784577594,0.00208624473882662
"41",41,0.00644384896451462,-0.00743925573163709,-0.00589730093391543,-0.00420419673334987,0.00166754982307723,0.0025044668359985
"42",42,0.00416100692058882,-0.0073313159439986,-0.00611427658893113,-0.00405565122244161,0.000981411812718156,0.00512857868317167
"43",43,0.00340452853694525,-0.00725293679995369,-0.0041568974454946,-0.00352389190350843,0.00203933556470125,-9.60598368974741e-05
"44",44,-0.00373584894841523,-0.00510010662835432,-0.00741385396570585,-0.00443636417658488,-0.00118078178098836,0.00153616296151521
"45",45,0.0023284672753733,-0.0096274236253928,-0.00441249874374105,-0.00344357955220297,0.00255556517811878,0.00282894850971061
"46",46,0.00251180722967915,-0.00451410782945098,-0.0071260625467722,-0.00604912581417542,0.00194693133474104,0.00285906898764503
"47",47,-0.00123921534459433,-0.00634760847151636,-0.00778935480726846,-0.00331258418994818,-0.00225214869846704,-0.000125876152304508
"48",48,0.00664870394555829,-0.00835785618723121,-0.00567998338874459,-0.00525222712846646,0.000634175094818408,0.00421182709210149
"49",49,0.00569501377275624,-0.00690241839865456,-0.00516409440505842,-0.00410336334746192,0.00104981939188853,0.00080420470578578
"50",50,0.00369553653763714,-0.0104162144441722,-0.00592247315852073,-0.00477610666344337,0.00246711919395676,0.00349430851858775
"51",51,-0.000589912244543145,-0.00998697512282082,-0.00412329262327939,-0.00222035261552408,-0.00393563979345255,0.00167114382540792
"52",52,0.00118893800023593,-0.00875868181065739,-0.00940577815156703,-0.00564897289739344,0.00288395503767476,0.00676675746010503
"53",53,0.00419150375848485,-0.0080351906446521,-0.00900358057508028,-0.00624510655264676,0.00257282177933663,0.00308656503922363
"54",54,-0.0027006367336152,-0.00821969325349867,-0.00704655909051252,-0.00365767416135435,0.000752764389153342,0.00145290320803293
"55",55,0.00261621354400873,-0.00887260730236663,-0.00616193350096229,-0.00586832891344995,0.00241278196934991,0.000995725261422586
"56",56,0.00362244809930445,-0.00790820345569726,-0.00494277987525558,-0.00510443583892858,0.000884544696333794,0.00329726302613185
"57",57,0.00205872841606569,-0.0092363288446389,-0.00815428897040952,-0.00719898407893591,0.00172833144913406,0.00208794016353406
"58",58,0.00345913754798805,-0.00544180623519907,-0.00950768840687128,-0.0033703289233562,0.00105988496673487,0.00523503430908555
"59",59,0.00310386981809963,-0.00654697144697871,-0.00479181170118468,-0.00216931574022075,-0.00316475606718379,0.00151707970547228
"60",60,0.00219427210397922,-0.0071087712120996,-0.00371312817014672,-0.00422925463343711,-0.00185661874951275,4.08602817431895e-05
"61",61,0.00144542236728897,-0.00605831728562081,-0.00426953972172391,-0.00403724415621469,-0.00211315061347159,0.00096499067889517
"62",62,0.00555019380489677,-0.0063392417540467,-0.00731889924064766,-0.00287242706161575,0.00211622628929349,0.00875297532290946
"63",63,0.00250844889625796,-0.00638847407381403,-0.00734403255345252,-0.00221578709098426,0.00310595265671209,0.00384453459799604
"64",64,0.000852376407950952,-0.00839820133590325,-0.00683117491707177,-0.00437339735561632,-0.000555844178463169,0.00359524578101113
"65",65,0.0019329949707923,-0.00849770470537225,-0.00922220385293705,-0.00392476118639287,0.00425766450630715,0.00320820363511916
"66",66,0.004144731501752,-0.00901203428984034,-0.00378312264242981,-0.00533214844748628,0.00324746468515505,0.00708985060413389
"67",67,0.0042687874250871,-0.0104907933043643,-0.00400947972254769,-0.00463893793336609,0.00113077231124771,0.00268697986599273
"68",68,0.00174607874198371,-0.0113568659707484,-0.00303273399367134,-0.0061062634555309,0.000777563470692871,-0.00035962587950245
"69",69,0.00365369145458822,-0.00617036981212884,-0.00728362570300065,-0.00853680193750911,0.000256031312667012,0.00037706455457436
"70",70,0.000439685111431924,-0.00765818488525746,-0.00334612782455838,-0.00375009324126391,-0.000823282938272586,0.00287693162118281
"71",71,0.00351341326606571,-0.00912755998977731,-0.00665846074598616,-0.003526825148808,0.00176863225558395,0.00155396692877532
"72",72,0.0022949284553943,-0.00577075277910123,-0.00951983603726027,-0.00362073133816065,0.00328629181344237,0.00317413807508486
"73",73,0.00160960302577219,-0.00887734480024205,-0.00570864475105951,-0.00514197748338432,-0.00179441029689283,0.0020268303644122
"74",74,0.00205313852169392,-0.0113662317975196,-0.00374374669483536,-0.00510196227235525,0.00354899424938703,0.00178284207495762
"75",75,0.00255132411169568,-0.00882163728235347,-0.00461041444516716,-0.00491938176046952,0.00174437098698846,0.00101245849251635
"76",76,0.00326119538626948,-0.00782272655335582,-0.0049141982407906,-0.0026586670049904,0.000126700268154933,0.00167907201291835
"77",77,-2.45148824784814e-05,-0.00828601922741857,-0.00868863620775179,-0.00784705372880476,0.00325839279891295,0.00561363546233466
"78",78,0.00340569465273038,-0.00361401871956602,-0.00538517052011855,-0.00479843390185615,-0.00149266753267614,-0.000370835760787716
"79",79,0.0045830624279604,-0.00813144134283346,-0.00581842386552613,-0.00326111896175805,0.00414190348003909,0.00467075159538811
"80",80,0.00600343991043711,-0.00568479681925259,-0.00326408047641853,-0.00456954516559826,0.00112870604754901,0.00566695297667264
"81",81,0.00199277183528742,-0.00204563000113601,-0.00661677636268706,-0.00445033136173289,-0.000411707991937324,0.00234751966646536
"82",82,0.00658309676189945,-0.00698019263693206,-0.00548271726481435,-0.00624551779459393,0.0017616133447757,0.00508202986541923
"83",83,0.00486234701908672,-0.00646121315800703,-0.00592270395935182,-0.00499794871988686,0.00042759674450583,0.00286502186305967
"84",84,0.00163118004158356,-0.00525158916713652,-0.0044466342122324,-0.00580538454154684,-0.00335756171836284,-0.000367493699172298
"85",85,0.000736105097732751,-0.00884021669394332,-0.00442458425204004,-0.00455180186839125,0.000925451091114669,0.00293101371885248
"86",86,0.00531794556884347,-0.00849541392022844,-0.00667830789273459,-0.00235064672230007,0.000314823516225056,0.00368958803053019
"87",87,0.0035469030612042,-0.00873025740109802,-0.00606230271266017,-0.0045427939562889,0.00146388441400285,0.00217100345624693
"88",88,-0.000982850187723572,-0.00748509261243453,-0.00959319187102385,-0.00307829070632294,-0.000211649059831487,0.00578409609615953
"89",89,0.00251342912453999,-0.0109002329934357,-0.00488615692135067,-0.00515212202857958,0.00181700562683897,0.00072800034320555
"90",90,0.00234220054119565,-0.00772701072538468,-0.00389580494515279,-0.00618914230583876,-0.00111479921519708,0.00387443987334836
"91",91,0.00114751196316233,-0.00805595626602349,-0.00575477984333866,-0.00484737129402253,-0.000285007869787547,0.000304287695388076
"92",92,-0.000941473066315005,-0.0109287331551181,-0.00508590657328111,-0.00423068535715506,-0.000181177688962874,0.0041659446792166
"93",93,0.00252762189180196,-0.00922255249760728,-0.00736128448591807,-0.00753727430797402,0.00124751940738224,0.00686719559462368
"94",94,0.00570798235920456,-0.00765935846319186,-0.00622520609974463,-0.00596530890443738,0.000878768656189715,0.00443877113565672
"95",95,0.00145830454998253,-0.00707150352235327,-0.00648306330435945,-0.00222620928544814,0.00164038848881107,0.0013670480127211
"96",96,-0.00295169311539472,-0.0100100950867856,-0.00702513086043171,-0.00340330845721955,0.00276099526549192,0.00202859134277602
"97",97,0.00239018183103476,-0.0087923562493987,-0.00609598487546091,-0.00664203172077352,-0.00106257834677175,0.00367596614930252
"98",98,0.00160229252185601,-0.00617967483158371,-0.00385708053256988,-0.002479026605637,0.0006303541085083,0.00253634023643441
"99",99,0.00263206387598372,-0.00752589971827228,-0.00553032291487304,-0.00423494158707816,0.00452032073717852,0.00209490742936425
"100",100,0.00104367745300567,-0.0061888854393682,-0.00209429816053589,-0.00345023904836643,0.000736536882608239,0.00170055218862466
"101",101,0.00323469032403924,-0.00817522072039243,-0.00665675172184376,-0.00402658270376739,0.0022662216181476,0.0027677967198233
"102",102,0.0046408042209035,-0.00835624909419131,-0.00715023431175005,-0.00315579769543242,0.00709945455159239,0.00410114825092209
"103",103,0.00334565992346652,-0.00926194977831136,-0.00430419919965599,-0.00412199574033994,0.00217715730578624,0.00350225005626153
"104",104,0.00262405129425811,-0.0078656716536675,-0.00561458925126161,-0.00375119482751789,-0.00210501003540662,0.000368781735155762
"105",105,-8.9826940239961e-05,-0.0115614667545559,-0.00714322487709037,-0.00222526387764788,0.0020651200736376,0.00150443715313332
"106",106,0.00482024518576787,-0.00689694516221589,-0.00561539627657108,-0.00446900107634988,0.00263896189161259,0.00367005033610393
"107",107,0.00346887776717485,-0.00716426117230969,-0.00317573798532929,-0.00455448872869969,-0.00271692777714122,0.00249758304072562
"108",108,-0.00204557418783243,-0.00720826642475741,-0.00852210442180811,-0.0027164949636825,0.000787638026499728,0.00388229680425328
"109",109,0.00348093635689633,-0.00631582318199769,-0.00591099653700975,-0.00438591527754819,0.0011820128298653,0.00318582837293193
"110",110,0.00403747336457797,-0.00647745650689122,-0.00180949846251915,-0.00527640731481199,-6.5168675482589e-05,0.00331160785439292
"111",111,0.00530060050599716,-0.00844882848507501,-0.00527244203173674,-0.00248550898506507,-0.000939237796125239,0.00171699467703897
"112",112,0.00139136506771532,-0.00450713053377587,-0.00729652402274254,-0.00275920809453342,0.00131177653540741,0.00131431393359138
"113",113,0.00591002420785144,-0.00602574286720115,-0.00591331811008034,-0.0037220299819832,0.000378904651220904,0.00335530752136227
"114",114,0.00318824171107706,-0.00848709809613228,-0.00305256051175473,-0.00436295906322406,-0.00241816522206753,0.000736827666426644
"115",115,0.00428686695638432,-0.00872870376056569,-0.00487916052464352,-0.00336227793707334,0.00277821415713108,0.00467363267850425
"116",116,0.00524568632899914,-0.00867896814293816,-0.00541730311873879,-0.00519869654397605,0.00168875716233998,0.00263610478219434
"117",117,0.0045269138142096,-0.00918811433786462,-0.0079147808108469,-0.00403619315406604,0.00275899153010409,0.00403949629686843
"118",118,-0.00126757327414103,-0.00821517610345745,-0.00777366069020679,0.000125604841559267,0.00203092048729636,0.000944088003990039
"119",119,0.00386344406403295,-0.00504017516957876,-0.00512713841415947,-0.00316118094839525,0.000553998148509172,0.00388392486533558
"120",120,0.00148935971791754,-0.00806912770439199,-0.00728345129946379,-0.00483372105413919,0.000311705866641426,0.00251182107333636
"121",121,0.00384520780905762,-0.00795087979520395,-0.0064681290228505,-0.00555819126295568,-0.00154547399471271,0.00467645227152419
"122",122,0.00370252995339495,-0.0093289492392099,-0.00442039751534404,-0.00290822101149458,0.00331823060862681,0.0061966704344142
"123",123,0.00847679893795901,-0.00276702081784977,-0.0065702683630094,-0.00306616871220603,0.0047674094917133,0.010716710912671
"124",124,0.00528435048967326,-0.0062900550577306,-0.00665927628210108,-0.00293998142971242,0.00219696141951626,0.00278142717936353
"125",125,0.00947861946888807,-0.00306308715655626,-0.00765379322481503,-0.00339806879052429,0.000757327562182152,0.0057589574989061
"126",126,0.00236190795191787,-0.00537033731950386,-0.00717915199786482,-0.00521244290689765,-0.00116464961421602,0.000729842848940035
"127",127,0.00473887727761903,-0.00569983161139019,-0.00642791216082478,-0.00349214428757646,0.00146525907400636,0.00627787989439011
"128",128,0.00137389694263888,-0.00833658959705228,-0.00529113526116637,-0.00215711053442127,0.000370622494116681,0.00302125984163053
"129",129,0.0029308475421278,-0.0104682731305123,-0.00335574782989153,-0.00591081870346843,0.00238457308300545,0.00166601781519914
"130",130,0.00410812412088078,-0.00661953409993019,-0.00353427124184574,-0.00277646655609411,9.3786811703442e-05,0.00282513071735663
"131",131,0.00460586845484933,-0.0100549380092948,-0.00541956886997086,-0.00509424121868489,0.00128698148190546,0.00311750078081613
"132",132,0.00278003111517096,-0.00836682532412965,-0.0044571261593657,-0.00289857821071283,6.64551016442794e-05,0.000489212886376643
"133",133,0.00221159475387405,-0.0107477332076454,-0.00417884453260287,-0.00268956612753945,0.00227985345863569,0.00429987300253899
"134",134,0.00340319151827208,-0.00657423069311974,-0.00401134338441369,-0.00294943235179502,-0.00191466627387702,0.00552900684122094
"135",135,0.00294916262829395,-0.00954675819892654,-0.00877934958583385,-0.00499686650848528,0.000867690519677714,0.00416145110769795
"136",136,-0.00166909129402881,-0.00722528881396968,-0.00884291492941536,-0.00393858884848591,-0.00119568747295179,0.00471067231468702
"137",137,0.0012927213537099,-0.0045044568314293,-0.00539745461546353,-0.00342579283486003,-0.00266192625929784,0.00379035072722913
