"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10"
"43",43,-0.0150635604766961,-0.0113134206404417,-0.0163904442550701,-0.0164902462428529,-0.0151529060402709,-0.00826974174319969,-0.00128478902539079,-0.0053371419524925,0.0133080989522786,0.00435833181270242,0.0111310204890991
"44",44,-0.0270268059035825,-0.0147273067871336,-0.0212564073665021,-0.0189176932337998,-0.0185014654158379,-0.01656600481495,-0.00660113853414947,-0.0107457180389505,0.00634338924773991,-0.00228538199320102,0.00237909732267647
"45",45,-0.0150335635453305,-0.00817460358622806,-0.0182407119101301,-0.0178340876908242,-0.0122225525774579,-0.00840484297088933,0.000392422155652927,-0.00124664891428311,0.0138424753328436,0.00561132620796331,0.0110053218448458
"46",46,-0.0159927945601905,-0.0096462389657849,-0.018908366747392,-0.0196442673771732,-0.0209198650706066,-0.0129569903291935,-0.00643011336823326,-0.00989560721173,0.00704524543539399,0.000154537694194858,0.0127972044971261
"47",47,-0.0173427252541139,-0.00659413823733024,-0.017514364857497,-0.0127645515048623,-0.0154713471238919,-0.0125871935798845,-0.00585776741780521,-0.0059398262009675,0.0088280221912679,0.0042358272130196,0.0142102831149467
"48",48,-0.0198721908271274,-0.0078411125585893,-0.0126341197003142,-0.0125540944511366,-0.0167721441269919,-0.0169416142758999,-0.00909284758633045,-0.00904198535695653,0.00457753179786846,0.00039516442887973,0.0100893205637543
"49",49,-0.0225613712039824,-0.00632915746935987,-0.0240401481257253,-0.0173287057290089,-0.0178942726677073,-0.0235744888345175,-0.0100499940630059,-0.00979081787471527,0.0102778681329239,-0.00177801332938294,0.0110423546861065
"50",50,-0.013809572087608,-0.00894159691267311,-0.0162653443238519,-0.015462160633267,-0.0161849425060192,-0.0125135134328048,-0.00375621835751031,-0.0012948600520014,0.0115591451034352,0.00326400961414588,0.0109444898097559
"51",51,-0.0159635859075508,-0.0105175313295428,-0.0184127494906567,-0.0180813071262465,-0.0150566478687163,-0.0135935108302339,-0.0114491794202587,-0.000982198410785677,0.0123882029094842,0.00683457640216611,0.0117134862518539
"52",52,-0.0157318858389513,-0.00949877673168084,-0.0183181527127839,-0.0169208401171836,-0.0152140462348913,-0.0168569382528146,-0.00770055766263894,-0.00271263529402032,0.0102654311448442,0.000115430653516752,0.00818372672031772
"53",53,-0.0180940784577035,-0.00850101809677181,-0.0198744482048265,-0.0175392484142359,-0.0172836910474335,-0.0152645349631743,-0.00577175749031481,-0.00021433796312848,0.0107966811198903,4.90243632794912e-05,0.00829460279089458
"54",54,-0.0173410091204646,-0.00492646306825459,-0.0173455510522193,-0.0136750473858888,-0.0163514171311767,-0.0137243863278391,-0.00543886819005318,-0.00233507236102361,0.0189839093314407,0.00559442411617698,0.010700734164632
"55",55,-0.0134055723945797,-0.00810052831046506,-0.0131155707806855,-0.0135273497041132,-0.0113723348551703,-0.0118762551159143,-0.00812429074769467,-0.00391042292725244,0.00995903746801425,0.00562320024960843,0.00485799874236024
"56",56,-0.0144361632177913,-0.00735828615801569,-0.0168108811501876,-0.0155042167195347,-0.0153831444983364,-0.0150360429212412,-0.00673867077554291,-0.00345183235600973,0.0124965312533582,0.00641402321858901,0.0171068903418838
"57",57,-0.0195519878276363,-0.00828402167253243,-0.0195352149930235,-0.0188141496636822,-0.0176707214527985,-0.0130647773800497,-0.00384420349853956,-0.00675259594963668,0.0140497733227222,0.00316200680383887,0.010625676557103
"58",58,-0.0199139097789467,-0.0125655593250648,-0.0214141748393832,-0.0223765604171343,-0.0232228187301924,-0.0217872208356598,-0.00941007457533796,-0.00938989793139681,0.00965777144426744,0.00180231564071584,0.00977289471536935
"59",59,-0.0123867399922975,-0.00663133699966565,-0.0166872707012091,-0.0164330836771847,-0.0169451241392914,-0.0117274031534279,-0.00258470319795032,-0.00301938115897093,0.0140236230705573,0.00300209570199367,0.0133475621029249
"60",60,-0.0158859677332609,-0.0100137975767144,-0.0198448437291217,-0.0171164389081318,-0.0203759844104188,-0.0172975707826668,-0.0119761477475762,-0.00313387639310527,0.0138858294105406,0.00872661325866319,0.0163430771778017
"61",61,-0.0145530597255694,-0.00863226021102526,-0.0140628356337557,-0.0155001415920537,-0.0172998036788202,-0.0135024138292303,-0.00712466257481061,-0.00338864650051161,0.0080306433350637,0.0033831129299384,0.00842774850194323
"62",62,-0.0135282532609894,-0.00753241009395939,-0.0146315967265893,-0.0144893892852559,-0.015867651660016,-0.0148926581963958,-0.0114932321930827,-0.00594629533183731,0.0107529393766584,0.00286573805274573,0.0124802163691826
"63",63,-0.0170476935845408,-0.00774905560930808,-0.0191096472428951,-0.0137763550782235,-0.0178639570570272,-0.0109622828253511,-0.000138827980722607,-0.00637670852799642,0.009858031471631,0.00131413139081381,0.0120338279786511
"64",64,-0.0159106936684335,-0.00679479339474739,-0.0163459563145221,-0.0145733474650304,-0.0143700991379436,-0.012528954445043,0.000912026328587194,0.00571359939975904,0.0231791043557699,0.01188909624669,0.0217281005862029
"65",65,-0.0210145011353313,-0.00700857905490227,-0.0216258852785513,-0.0182169713239475,-0.0185512915991161,-0.0139101531668327,-0.00860211126862078,-0.010742062409701,0.00758805743808572,-0.00633993994546712,0.00491037664102506
"66",66,-0.0142634988766109,-0.0142684797767057,-0.0185984450952259,-0.0227117983819682,-0.0166501914583152,-0.0134508978903302,-0.00684301725160524,-0.00842520384717801,0.00417050208139199,0.000724055685470812,0.00379175421346707
"67",67,-0.0111282382785988,-0.00792340593015229,-0.0149448886061383,-0.0105693860405249,-0.0124601633434374,-0.0105274433903519,-0.0070347534130119,-0.00527155232290165,0.00909670311262552,3.80040184935435e-05,0.0083399416988221
"68",68,-0.0134145158255241,-0.0080455349671563,-0.0160515087472694,-0.0169662920080709,-0.00985755500452457,-0.0120117215181123,-0.00257058159199645,0.00613550409115364,0.0208009238344739,0.0135386387608234,0.0186531442578793
"69",69,-0.0214892944691674,-0.0189175951336101,-0.0292298567765601,-0.0241002799868308,-0.0189492125602471,-0.0147380397813177,-0.00642093037006303,-0.00111525372021186,0.0186770235572116,0.00646944802909372,0.00634952620121236
"70",70,-0.0179887855985203,-0.00918265922522144,-0.0210882864538938,-0.0140965458344907,-0.0166848547618908,-0.0135604904117315,0.00109234836878473,-0.00181147616294286,0.0142107874982213,0.000266540094616736,0.0128914445349831
"71",71,-0.0220206816519306,-0.00937341587585298,-0.0228377999811678,-0.0193729778517461,-0.0217636419530673,-0.0177465746245062,-0.00963410335838505,-0.0141328717707583,0.00521312561833039,-0.00260957900325568,0.00658172978449933
"72",72,-0.0177067955916604,-0.011685094287488,-0.0227304687067338,-0.0166978541503245,-0.0149669607766282,-0.0119204646473612,0.000447428980665526,0.000848524601184847,0.0111298648688807,-0.00311957727387495,0.00362601641815847
"73",73,-0.0211725887031363,-0.0107631771834702,-0.0193778855139157,-0.0204809427987239,-0.017874049537068,-0.0166702863018553,-0.00962116101782692,-0.00136822588036886,0.0124017850871901,0.00244059841075029,0.00924322985053624
"74",74,-0.0178309080896812,-0.00681394465392217,-0.00770804961102727,-0.0100895506245094,-0.0117276716558608,-0.0144016962813689,-0.0105273112047482,-0.00781140063635022,0.00415801155192662,-0.00351654892916366,0.00742406419542265
"75",75,-0.0222797529858844,-0.0148230251691834,-0.0308179073052359,-0.0207298189574303,-0.0232942656109409,-0.0234220441471367,-0.00436064941484594,-0.00952235524032949,0.0153761894411199,-8.48982930985415e-07,0.0122472232668572
"76",76,-0.0146096591593991,-0.0127272884330501,-0.017697561320588,-0.0172031556187152,-0.0168511098742475,-0.0142880251899387,-0.00325857028095642,0.00209351619143224,0.0150089267556526,0.00652323095700676,0.0122248900433445
"77",77,-0.0209206940339775,-0.00793218987148097,-0.0184831587093826,-0.0188594459392389,-0.0223495848425638,-0.0225644065463112,-0.00951105496830548,-0.0137739493437925,0.0100497878104588,-0.00218276276803023,0.0119636110791706
"78",78,-0.0177886172587022,-0.00865839670767678,-0.0201620103570513,-0.0190836203058855,-0.0204157874389337,-0.0101690159792602,-0.00568210304498457,-0.00107638888138895,0.0119291592918021,0.000894649358431179,0.0108454401018578
"79",79,-0.0163447121305233,-0.0102850114849471,-0.0201779492760904,-0.0175033926023153,-0.0206631532292402,-0.0176756098857436,-0.00239080189705287,-0.0107563497169169,0.0122896287191356,-0.000987145770021655,0.011183030514221
"80",80,-0.0187938370613777,-0.0114962712230185,-0.0191376839494974,-0.018087784135497,-0.0171534640755752,-0.0190972167159437,-0.0137550236827392,-0.00511636923878512,0.0158417777144171,0.0056328356282332,0.0143975339826368
"81",81,-0.0209863662794846,-0.0100754159662484,-0.0184995772303707,-0.0158322150335147,-0.0170617908580996,-0.0151384774604563,-0.00946567512243927,-0.00453303156673084,0.0149810011020518,0.00753807213323625,0.0171891609799645
"82",82,-0.0168291049617901,-0.00983138997152265,-0.0135338367724267,-0.0125964718442879,-0.0124842260482174,-0.0125094853891666,-0.00935742807078843,-0.002186259528727,0.0123521347223627,0.00751797960175462,0.0116036912592978
"83",83,-0.0169687841742256,-0.0083462913553598,-0.0157536557889777,-0.0159626205206134,-0.0171148408095468,-0.0138186154030937,-0.00707360273545325,-0.00793949769360376,0.00171426545359495,-0.00700165406826657,0.00482658144958679
"84",84,-0.0230861127226782,-0.0151049780635854,-0.0311971820795106,-0.025420535898496,-0.0264759254754609,-0.0191251600662306,-0.00225635345116011,-0.0091803791027977,0.0110515957225855,-0.00384701433966573,0.00474301338545816
"85",85,-0.0229076808725304,-0.0118688018789308,-0.025792387290795,-0.0194764406326395,-0.0117345873688384,-0.00993894141418855,0.00354267429424214,0.00185286866451344,0.0129743357172102,0.0007479280559097,0.00279286778077307
"86",86,-0.0215228871177954,-0.011977805758956,-0.0190290807449376,-0.0175478999449597,-0.0206665854797785,-0.0159160299398717,-0.00944054462980202,-0.00799774604831565,0.00380738276758248,-0.00362449308177575,0.00936816660666852
"87",87,-0.0111851127026132,-0.00984297691493117,-0.0179917351551922,-0.0140080564126909,-0.0172243753291281,-0.0198343431387999,-0.0104954218913824,-0.00250267233481104,0.0134809479952618,0.00405509529186767,0.0166691385399474
"88",88,-0.0186636813453931,-0.0101250585468694,-0.0212747187531724,-0.0164856019079094,-0.0208634835738172,-0.0160502638725884,-0.00742621525707121,-0.00603054161991647,0.00723890896973919,0.000435346216378579,0.00402705628359611
"89",89,-0.0153446006641529,-0.00951256671745843,-0.0188401328289871,-0.0142511660150171,-0.0178121173600014,-0.0118099922503753,-0.00739612625838429,-0.00823207625443751,0.00955081805863251,0.00313144880957998,0.0108385220453347
"90",90,-0.0203684559023025,-0.00956264250905193,-0.0207974724567716,-0.0141465371892055,-0.0189757351264228,-0.0117583180434755,-0.00763097406544159,-0.00402743936379542,0.00901394993930859,-0.00381847441153254,0.0102396810065321
"91",91,-0.0151280779348136,-0.0103360740241231,-0.0201409486195208,-0.0174057233651562,-0.0203562065497893,-0.00973934557643793,-0.00254607740213318,-0.000356365054764681,0.0133327282202554,0.00669777017078965,0.0169307480540599
"92",92,-0.0162253942423982,-0.0100595298047381,-0.021619907190143,-0.0195959253176182,-0.0214002492382376,-0.0190859286118004,-0.00623599544452627,-0.00774641436050936,0.0127221231846982,0.00183775647232777,0.00816564612418058
"93",93,-0.018034598275845,-0.0127594647040864,-0.0221085679451611,-0.0201787338358629,-0.0158565211031459,-0.0125384110108623,-0.0044659055222655,0.00127111569543647,0.0151142972420033,-0.00225476952785478,0.0105125082669146
"94",94,-0.022113070529564,-0.0118210588414788,-0.0236193662041569,-0.0176348010023713,-0.0182106637630138,-0.0204587149173251,-0.00689458314372171,-0.0117598707791246,0.00977340504402914,-0.00130628468869958,0.00865706967621693
"95",95,-0.0161997406626779,-0.00774986716848774,-0.0141843841680532,-0.00949644662388329,-0.0139075048224892,-0.00777704636988738,-0.00613047907267597,-0.00522543322160379,0.00594618038945301,0.000691379839090245,0.00617993264501566
"96",96,-0.018984554525961,-0.00928848232261415,-0.0128598522252392,-0.0113328042669067,-0.00951884286244174,-0.00850999293528699,-0.00270739376747337,-0.00232372808325466,0.00741262644519884,0.000107132418282369,0.00419392394211705
"97",97,-0.0204211657687869,-0.00848294048788256,-0.0247243181654978,-0.0206389386744981,-0.0255029207652684,-0.0253716032581814,-0.012634552222464,-0.0125412873399328,0.0101321824516615,-0.00518682876038635,0.00915401842845997
"98",98,-0.0138260629258631,-0.0111719753246718,-0.0174107944547961,-0.0179967292645407,-0.0174945448826081,-0.0183858728271836,-0.0058330859419256,-0.00957714737449886,0.0109106232100622,-0.000893095852044757,0.018500004600656
"99",99,-0.0193788526196147,-0.0121754077407783,-0.0227114457911209,-0.0204232242363647,-0.0176512447682963,-0.0149490083900625,-0.0054225744346499,-0.0034308649834198,0.0132119559458377,0.00168795523254446,0.0133129951167163
"100",100,-0.0193997813382514,-0.0110022630095447,-0.0191972195676809,-0.0202013382238687,-0.0195833286749107,-0.0117344254443841,-0.00373047843189332,-0.00335579303663412,0.0129163244166129,0.00435357784057678,0.00880424506691922
"101",101,-0.0158986407161297,-0.0103859019441246,-0.0227068890747665,-0.0188737408779198,-0.0173505517471521,-0.014801291965297,-0.00312105593357299,-0.00822135711074117,0.0123733101077351,0.00122915913733273,0.0120457216629294
"102",102,-0.0172192318241446,-0.0163114947884008,-0.0294713376674615,-0.0258989141831394,-0.0197125407623247,-0.0213160092113747,-0.00129515634839497,-0.00162250311137455,0.02112748307315,0.0024930832222818,0.0107940642817484
"103",103,-0.0187668050389091,-0.013098960646496,-0.0192936317240249,-0.0196830663133299,-0.0170008357321699,-0.0128487505147858,-0.00468723795172934,0.00173613139272914,0.0111926351553644,0.00673745699402101,0.0127770831409317
"104",104,-0.0154260259482202,-0.0115275913210396,-0.0176451439910892,-0.0155629900057156,-0.0182209518014834,-0.0153450214527564,-0.00825853660157293,-0.00587722974814506,0.0136024640805906,0.00480978988946871,0.00963052464437402
"105",105,-0.0158041104903506,-0.00545991108593208,-0.0164200275222704,-0.0133568747555024,-0.0164933668539838,-0.0141576561951821,-0.007910111530514,-0.00508006481721077,0.00822311960235388,-0.00327122303281277,0.00624442550854691
"106",106,-0.0169938975287648,-0.00844167756239443,-0.0205268351562982,-0.0168053809184387,-0.0195023463783097,-0.00982561556740168,-0.00230771021594378,0.00107123718845075,0.0130444129114851,0.00160713705602694,0.00780391498638315
"107",107,-0.0157976499987027,-0.00816206771201529,-0.0172623338226941,-0.0171949453034818,-0.0145908717418226,-0.0117862775423002,-0.00564599180363693,-0.00326170059630793,0.0114763666684843,0.00582029288338684,0.0126042433617096
"108",108,-0.0186000623984476,-0.0105727496934288,-0.0202486572654189,-0.0179832907881901,-0.0139480107892471,-0.0216450245820385,-0.00768572348432735,-0.00261106910238961,0.0146695636052961,0.00603877882910294,0.0112801207598734
"109",109,-0.0199675371837822,-0.012216464550969,-0.0179763662605178,-0.0227647398382094,-0.0196686739949297,-0.0206811274710038,-0.0127073695120224,-0.00812299263862978,0.00851895450237994,0.00352696539217622,0.0127505472879095
"110",110,-0.019883423872899,-0.0137082018159049,-0.0181041825352685,-0.0199035749317031,-0.0218987599109709,-0.0208539711234841,-0.0115269638431351,-0.00942588064855005,0.0101714158427141,0.00545625023756528,0.0120609793318659
"111",111,-0.0136114634037991,-0.0107011007281901,-0.0184920323723048,-0.0196958609111922,-0.0199278093936856,-0.0193186369187254,-0.00507880941698184,-0.00661646224202488,0.00989466554196141,-0.000915318119216061,0.00817484672846229
"112",112,-0.0129794878479161,-0.0109517458770679,-0.0152621290735431,-0.0179179914592685,-0.0172478328826569,-0.0206829952147399,-0.00870997760377623,-0.00796532205209011,0.0160093731066912,0.00564201492321096,0.0125786832103923
"113",113,-0.0131973480183365,-0.00654481070596366,-0.0145939347288614,-0.0144333521873231,-0.0174533309223782,-0.0169415863780527,-0.00723583952239878,-0.00268916911078641,0.0131077813099623,0.00405260591045791,0.0137559893234978
"114",114,-0.021459558627784,-0.00761492652904333,-0.0170025892433796,-0.0141920057912438,-0.0173031561907161,-0.0188782947232702,-0.00875732939671617,-0.00768291710675604,0.0108011809570454,0.00162643408607988,0.0113512156082711
"115",115,-0.0181498836399239,-0.00999226977450087,-0.0182100260535748,-0.0174963948565396,-0.0191521428168197,-0.0156930463681399,-0.00632102008911794,-0.00739437639926649,0.00692589922706921,-0.00209767733347321,0.00714062363668712
"116",116,-0.0223951037854808,-0.0111824056483771,-0.0144183862875341,-0.0166046575227256,-0.0161943743828443,-0.0181486405946548,-0.0117548059893588,-0.00586044796980201,0.009564068133951,0.00267690649522382,0.00961726643840176
"117",117,-0.0141100759024024,-0.00627793514718588,-0.0159671773316336,-0.0103911807481671,-0.011427376486644,-0.0149850379454882,-0.00734526860100032,-0.00177814452321901,0.00925200108835746,0.00309976847458201,0.00930524454044924
"118",118,-0.012251997788001,-0.00980429294367398,-0.0240840260076591,-0.0226261474826841,-0.0233311104273402,-0.0231045459413111,-0.00730359615195972,-0.00706198361074861,0.0143637129587162,0.00185901961166492,0.015200418383867
"119",119,-0.0104126123061765,-0.0108577115321787,-0.0149267301842185,-0.0138134809457114,-0.0138134104381418,-0.00805507294924459,-0.00392727814212358,-0.00632347182625342,0.0138125103305915,0.00460775124085302,0.0106969236287678
"120",120,-0.0141360860734422,-0.00618470062421376,-0.0143133450564159,-0.014809902960662,-0.0175493979587989,-0.0152607464526921,-0.0086960932158852,-0.00189244641526754,0.00920193871403303,0.00259810889595626,0.0119079320197453
"121",121,-0.0168846300443224,-0.00805855191124463,-0.0131626740119908,-0.0145226456495757,-0.0153785468559293,-0.0225275231782145,-0.0157872272246753,-0.0107516374110967,0.00459264516749,-0.00302933632295438,0.0107410932123946
"122",122,-0.0226232056128855,-0.0106142676234495,-0.0202286440804377,-0.0163640412318998,-0.0181770105935719,-0.016326670187448,-0.00838363528569606,-0.0117886101324624,0.00353844433939849,-0.0056473665066534,0.000648874693637734
"123",123,-0.0166143429931793,-0.0134362021113701,-0.0191646710043981,-0.020592227179708,-0.0163911679355064,-0.0155606177786963,-0.00498204665739036,-0.000952593803351573,0.0157809246665263,0.00853705175458095,0.00646855629440083
