"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10","coef_lag11","coef_lag12","coef_lag13","coef_lag14","coef_lag15","coef_lag16","coef_lag17"
"30",30,-0.0133272233389176,-0.00844343198162045,-0.0133037641148694,-0.014545758121276,-0.0109575913054379,-0.0174331091782577,-0.00393091742022855,-0.00463490448680852,0.0030414670160361,0.00151403609662114,0.0177157358899085,0.0277090376316381,0.0241701738874206,0.0246142645255541,0.0304498729833588,0.00985691849260472,0.00719014759028296,-0.00959715591728906
"31",31,-0.0162029786826775,-0.00206858424316955,-0.00879520519191026,-0.00964675754598784,-0.0113322759666285,-0.00793387665083106,-0.005483481185312,-0.00639535636695945,0.00460787566930034,0.00457319125412905,0.0189382046301081,0.0184165113108673,0.0166848084629741,0.013309597502822,0.00852591674482417,-0.00253603503102245,0.00338711919628483,-0.00443659081768037
"32",32,-0.0110287936113077,0.00051758540057233,-0.00643662174206285,-0.00814040846488088,-0.00182903282445183,-0.00920006305238158,0.00129417185655542,-0.00385501336655604,0.0121922105315122,0.00409055869951143,0.0189979789662633,0.0236243285306855,0.0193459216014451,0.0192885949021364,0.0215130760079474,0.0138126909949229,0.0138099898685458,-0.00582485768372785
"33",33,-0.0158937435673501,-0.0052098720869357,-0.006198873729882,-0.00707579645118192,0.00158444689912874,0.000397450439336221,0.00517137735252796,0.00868328538407666,0.0129132276142356,0.0168158737775709,0.017738512823943,0.0227497853723074,0.0237679337790621,0.0163529101600673,0.0191016715563631,0.00517885739539546,0.0121795031992885,0.00274755224120905
"34",34,-0.0161866296958015,-0.0077377180653862,-0.00745566615914117,-0.00918186543881043,-0.00335119516219988,0.00174935317192752,0.0018829316704972,-0.00146830575050764,0.000182818425876617,-0.00208335312550023,0.00325456744248201,0.0124509935486707,0.018885311674075,0.0113717974921532,0.0168853809896744,0.00767123394740269,0.00594475707047678,-0.00560132985091471
"35",35,-0.0249555695024402,-0.0126594440591893,-0.0176515531119438,-0.0115565344333992,-0.0105736926135018,-0.0198347270404241,-0.00513182943995652,-0.00436869314091791,0.000583879292934046,0.00119152072295368,0.00983220917996122,0.0218197609939809,0.0200488990568784,0.0240372625184712,0.0313697779508171,0.0186318466118624,0.0221334566687344,0.00338842399031545
"36",36,-0.0110083909224362,-0.00228897985874607,-0.0043201914175351,-0.00756801165441134,-0.00415297359709933,-0.00252552785635224,0.00266199614123915,0.00109759258689346,0.015325760528409,0.00858494864092575,0.0188612534756115,0.0211091384186691,0.0173906675843758,0.0155674254170357,0.0145254618877234,0.00869172748130468,0.00402917983464646,-0.00266323408104684
"37",37,-0.0132938062914806,-0.00907257102778109,-0.0128995083808081,-0.0108130633154315,-0.0149541503793561,-0.00379211774116842,-0.00503546373356562,-0.00471515152479051,-0.000417215757598051,0.00257706853852983,0.0145570405697024,0.0133698426778487,0.0227604508757178,0.0213702603433582,0.0226733441813626,0.00788068765987471,0.00446856451865373,-0.00185292488108914
"38",38,-0.0165727944334389,-0.0133131501273414,-0.0127209546286228,-0.0101111830396166,-0.00906343014776474,-0.000828792973985461,0.0031043654133771,-0.00446003214582654,0.00115290977249379,0.00150685300836558,0.0106066079770731,0.0207663264130278,0.0227116442137293,0.0164595628735764,0.0170607207509894,0.012931371994066,0.00863294308664133,-0.00602657634673661
"39",39,-0.0147750433005895,-0.00578556805057584,-0.00811769324776877,-0.00729032592388771,-0.00589840004246585,-0.00333377790625365,0.00462135149016796,0.00111129790696326,0.00825960703369194,0.00574086648729579,0.00828370940426672,0.0168049014462657,0.00872972105261642,0.0134683141239234,0.010522970927237,0.0107034679294812,0.0062572958671159,-0.0037421970165501
"40",40,-0.0142881765010595,-0.00807752629942687,-0.0118060645741308,-0.011375875399486,-0.0102283782478819,-0.0108594249518872,-0.00216657003695891,-0.00509440858159454,0.0051149806728308,0.0044583570293533,0.0136126303553567,0.0154740908435373,0.0121558530984483,0.0131317137872649,0.0134273361066842,0.010436965895447,0.00700803808683295,-0.00085363775972887
"41",41,-0.018738404888646,-0.00927152208681088,-0.0102351204968102,-0.0149758424765403,-0.0118697457522317,-0.00592306605731642,-0.00210365564682525,-0.00726583776230624,0.00383537844679307,-0.000919548609390514,0.012486433416294,0.013757984500571,0.02078877661569,0.00960402559477493,0.0140278135131961,0.00412281561860731,0.00531530722154322,-0.0129937134194035
"42",42,-0.0203932649572082,-0.00900582366966067,-0.0142428753240181,-0.00903804609531235,-0.00869235972128422,0.00472344618032491,0.0118471569593351,-0.00187206143360409,0.00932777736734315,0.00220774251969168,0.0187411414263108,0.0287941832436473,0.024175440135615,0.033098219086693,0.0261712137475177,0.024238688625609,0.0134478521515185,-0.00256341889072405
"43",43,-0.0108649278298177,-0.00799231649115213,-0.00547486206216481,-0.00439772369918367,0.000121069122991527,0.00565049409597841,0.00890687217720814,-0.00038858459978008,0.00732959123243109,0.00578743937537361,0.016117852409753,0.0265085564243777,0.0291625792213288,0.0267392674626956,0.0263400968520873,0.0139984814837746,0.0140173148267663,-0.00187619378714757
"44",44,-0.0279777097191381,-0.0134902550221628,-0.0145597288107504,-0.0179722890795085,-0.013410996128923,-0.0127514122783945,-0.00214924077271399,-0.00684113717214295,0.00308046252011058,-0.00512948401451996,0.00451725831085239,0.0143273451588652,0.0210581456908787,0.0071240713165883,0.0188244510186964,0.00831745518064832,0.0101808116070222,-0.0135192057098905
"45",45,-0.0153224342389919,-0.00801181964189944,-0.0130551075942466,-0.0157886256072713,-0.00752568804396004,-0.00317108735957535,0.00543552579463068,-0.000663573241245238,0.00430075554743803,0.00286825592570788,0.0119726924171724,0.0193831042109607,0.0209851452786177,0.0180496424871364,0.0237432233945404,0.00709016032642787,0.0108076777103646,-0.00785267848912815
"46",46,-0.0161053634114598,-0.00477186630024923,-0.00890650862521536,-0.00855519958382015,-0.00809432297982539,-0.00220791469370282,0.00446464406478295,-0.00789443513555328,0.00649893535349775,-0.00158291636922195,0.0186559911817119,0.0255475736931962,0.0214551808544578,0.0261389288325529,0.0155647389657244,0.0194419583115124,0.00894284359108848,-0.0093605836017645
"47",47,-0.0174078785315333,-0.00369401992005062,-0.0102677504786783,-0.00619522002134954,-0.00437997491272796,-0.00276002306393192,0.00587855270923056,-0.00231035660195101,0.0045566242326699,0.00290667938127693,0.0162848882564121,0.0214327774939069,0.0153959319514978,0.0175605502271666,0.0181626156384163,0.0144909980120542,0.00702877220407881,-0.00628650276916583
"48",48,-0.0205507399485512,-0.00716600856476752,-0.00821165856752454,-0.0102056488265534,-0.0088324139889405,-0.0141045605087103,-0.00684005721476575,-0.00952101929885748,-0.00133699445053109,-0.000689301391689148,0.0118764200955041,0.018021199343077,0.0189724794772518,0.0076984944193147,0.0143375597723103,0.00956498059898495,0.00551619381465666,-0.00621333200780585
"49",49,-0.0187947284211525,-0.00490145214213506,-0.0128692420654227,-0.00723780152028417,-0.00403772554988724,-0.0151791981263798,-0.00606023321963116,-0.011428156306867,0.00138327413340818,0.00238137015440195,0.0142260324820356,0.0246221033375857,0.0211681342969262,0.0202784703973168,0.0191161473571257,0.00493831717826353,0.0136929212889388,-0.000712243614011016
"50",50,-0.0125041099132584,-0.00647524508432317,-0.00761457471266236,-0.00644165741496169,-0.00610842999670433,-0.00221849827845625,0.00650018927336746,0.00349813867687734,0.00833104902390698,0.00266855279286005,0.0133693290209592,0.0160225475024426,0.0169152060742471,0.0174900089611431,0.0177953913226892,0.0133008299921269,0.011102618307809,0.00023162069671963
"51",51,-0.0141662511162779,-0.00875936274405584,-0.0126657042834401,-0.0104017844300771,-0.00612529624935369,-0.00664936757649912,-0.00384654053757751,-0.00172049056823004,0.00460165698272927,0.00643214371555751,0.0137298434980121,0.0244814141583128,0.0169876509665709,0.0224449670660573,0.0226653607610061,0.0143004387819379,0.0106685649125859,0.00062182900066087
"52",52,-0.0154121869413321,-0.00691127117432417,-0.0112002552323675,-0.00785926596703105,-0.00606307127776893,-0.00741574757284108,0.00331911870020319,0.000424512535259881,0.00462922003145666,-0.00427335548468323,0.00867205350207971,0.0170837886850341,0.0178842122616226,0.0231459328696807,0.0246467779311442,0.0204728126421854,0.014672548844444,-0.00282841744257869
"53",53,-0.0191845043984458,-0.00458380282801073,-0.0126469653191293,-0.00859931460647033,-0.00936435428835867,-0.00813930612639264,-0.0041073739265127,-0.00163813090850342,0.00775678208294358,0.00140883547124933,0.0118157627808482,0.0185726166052677,0.0173417438246547,0.0119723732751662,0.0108497147232962,0.0048564680996744,0.0133384603730285,-0.0034613748672759
"54",54,-0.013380428232047,-0.00134056285430637,-0.00588832119195685,-0.00823430555252927,-0.00938293399532292,-0.0054448577434279,-0.000877492746300236,-8.66796063451858e-05,0.0109988153250033,0.00636522071176712,0.0136299122404098,0.0147687739816183,0.0174090644726804,0.0129026800408065,0.0222156007856932,0.00545471720206834,0.00770675288221257,-0.0086921194428146
"55",55,-0.0128436999580632,-0.00767572008818573,-0.00843889121637355,-0.00870948614792382,-0.00659162947155893,-0.00646065988980194,-0.00465546791765942,-0.00620219616778175,-0.000907130740769087,-0.000222572963602455,0.00819910735062839,0.0195585316221825,0.0202672639132302,0.0186590613896324,0.0229249030641521,0.0107289928318008,0.00459715990251633,-0.0133110403569091
"56",56,-0.014005683927914,-0.00549793867247745,-0.00978515221484044,-0.0062725036496654,-0.00335160533301411,-0.00622441081873825,0.000196802570767384,-0.00496346782100527,0.00454441533823248,0.0078202777089978,0.0181452801134352,0.0265253527118099,0.0182761545435499,0.0224979529774251,0.0139395707832544,0.00759268549896087,0.00928341456096741,-0.00406142941959233
"57",57,-0.0183732972886398,-0.00501342739713563,-0.0110514502458934,-0.0139326928909382,-0.0106718952669321,-0.00626993022503225,0.00244898105196403,-0.00413043309671273,0.00814510658623074,0.00182616213397348,0.0142457212285647,0.0202903885790176,0.0205396270498568,0.014220943145536,0.0204106896634914,0.00841483390609823,0.00651508971074412,-0.0117524515711306
"58",58,-0.01941716622504,-0.0128969964535763,-0.0175031320142241,-0.0164059626527409,-0.0184458113636503,-0.0169070951306621,-0.00283050946150021,-0.00928763720695395,-0.000204141501255055,-0.00181663112705056,0.00992383790808002,0.0184908460510997,0.0178610238267269,0.0203170128909956,0.0248848725756346,0.0139154070658641,0.0113428250761814,-0.00352523157914744
"59",59,-0.0107897340578748,-0.00449164633202685,-0.00936994349353399,-0.00970489373162608,-0.00775540078598604,-0.00246286000840417,0.00643782135042081,0.000284513745983015,0.00969053508389391,0.00361229273770277,0.0148988458254932,0.0138068603646025,0.0130834245369773,0.0131332567425404,0.0157352607180743,0.00296682698782007,0.00745546571154151,-0.00665515612707877
"60",60,-0.0125630531751974,-0.0061964767421926,-0.010071720106072,-0.00667363834211681,-0.0126089446638729,-0.0122397630864256,-0.0101356271805751,-0.0070215256766898,0.00454151827049241,0.00646183321099792,0.0190383278738442,0.0203485867623306,0.0203828893299581,0.0255149833187058,0.0271043621378638,0.018727243991499,0.0136971798086911,-5.97363284635802e-05
"61",61,-0.0137859697833915,-0.00279516958438747,-0.00575056024548354,-0.00581708086658762,-0.00684028327293515,-0.00113380950960052,0.00319685573283715,0.000384825647312865,0.00769644808996591,0.000669460610790197,0.0128271409819336,0.0163855908143594,0.0187498054645264,0.0177044623376172,0.0151709865062352,0.0123888244364954,0.0066072932683275,-0.00901417970801379
"62",62,-0.012678345733166,-0.00253414680921453,-0.00535240000821544,-0.00228570314587357,-0.0046386573410514,-0.00593393043362347,-0.00319513911475057,-0.00556535358581122,0.00716822840914394,0.00281241216138744,0.0185029503067395,0.0227872484218732,0.0172213372702718,0.0185693583440352,0.0154586775574074,0.0117692006102857,0.00504709455685805,-0.00687946711787298
"63",63,-0.015824946032643,-0.00462654715269811,-0.0110337125522372,-0.00676009596288752,-0.00923605735204981,-0.000717357101304292,0.00839055984094086,-0.00250465996512528,0.007911160622824,0.00115982933013715,0.0148906396547869,0.018745577451235,0.018302264402438,0.0200789723175987,0.0170042373783786,0.0156688850401302,0.011558379527372,-0.00464025949967228
"64",64,-0.0126213191474493,-0.00681950838970457,-0.00924909740873884,-0.00525429912166507,-0.00446448111717156,-0.00334097930673479,0.00781853539638051,0.00500830785851774,0.0131334085909266,0.0122391487758079,0.020270846089998,0.0220327097051115,0.0186242925881806,0.0258373558510621,0.027582601538577,0.0131671904471884,0.0201198467223055,0.00414433736443028
"65",65,-0.0225282038659896,-0.0076795685437532,-0.0189942737011124,-0.0175121287750199,-0.0104435237966106,-0.0098888910927926,-0.00390717771146124,-0.0129722025874177,0.000164604426005495,-0.00888030888993124,0.00214229190779345,0.0136578612868249,0.0163997243082238,0.015744752280917,0.0143764532096765,0.0092598826514571,0.0103456169754439,-0.00341277570231277
"66",66,-0.0109504821962311,-0.00998471508140374,-0.00969391115315921,-0.0134216600605426,-0.00657884737360272,-0.00290719660141389,-0.00031378962580988,-0.00532403217995882,0.0031126282793521,0.00229623504047262,0.00908561312390509,0.015201044940541,0.0199683961513203,0.0154193180810161,0.0172846873393976,0.00675691800862004,0.0119533846851079,0.00157959039265009
"67",67,-0.00896767762850307,-0.00434645503378888,-0.00415032782253027,0.00218067822995305,-0.000903602392050539,0.000302465781168196,1.62327672774299e-05,-0.00154003955602893,0.00528357336702148,0.00140743365430597,0.012429335385238,0.0215152879240044,0.0217778626938763,0.019452285587589,0.0223007929356859,0.0175133939300205,0.0162500023927758,0.00141425079307299
"68",68,-0.00967001126153074,-0.00444369385848902,-0.00683633581547814,-0.0103446220675043,-0.00250869393425766,-0.00528014587597186,-0.000296744804991688,0.00847255540095814,0.0162693215259882,0.0150745429675776,0.0243890867736832,0.0216258687636853,0.0263956748608568,0.0138517288246076,0.0213055753488672,0.00496149039727924,0.0116792577153669,-0.00732950535958879
"69",69,-0.0200766739564649,-0.0169952442301822,-0.0232084785893902,-0.0225725648807493,-0.014541425864189,-0.00840182830732757,-0.000281011574977117,-0.00010406914216503,0.011074436163081,0.00231769019346378,0.00567277838034746,0.0124095676696125,0.0176915182784221,0.0187369776549352,0.0220160916570291,0.0123779449545994,0.00925198564680789,-0.0101292538062469
"70",70,-0.0179343027386606,-0.0107656316025517,-0.0157775378331727,-0.0119693050781787,-0.0105089577952299,-0.00780755534449571,0.00561640410845237,-0.00446553502135545,0.00926801552040529,0.00262280536379186,0.0107140815740153,0.0163494810217641,0.0137091387528103,0.020346647133346,0.0161514462313566,0.00777465358757617,0.0194821591556242,0.000311661824161524
"71",71,-0.0215314088239039,-0.00841132462834558,-0.0162422648563794,-0.0151430365040872,-0.0137480489402944,-0.0115307119882116,-0.00379845991594268,-0.0146659225018713,-0.00217804677695932,-0.00372593614960756,0.00637931262860398,0.024695302434671,0.0242210885426157,0.0285461549454739,0.0243050852465034,0.0171411429313307,0.0182871401229022,-0.00393762975595915
"72",72,-0.0176421224357704,-0.0151914782975924,-0.0209798785549101,-0.0168690900790523,-0.0117931764728597,-0.0100497469504495,0.00817072758130207,-0.00174852334704909,0.00288137433532206,-0.00402658660724602,-0.00253538962637092,0.0114338065354748,0.00955320412102624,0.0246928942362114,0.0261756757284994,0.0116876264686272,0.0191547323570346,0.00367442495003355
"73",73,-0.0172271274174668,-0.00667653925068803,-0.00960214850765841,-0.00983599016385289,-0.0094386927479516,-0.0122342880057143,-0.00823995825329013,-0.0042445664474015,0.00295115647771604,0.00394620553076985,0.0134357783244524,0.0259955465822633,0.020831476043863,0.0210396467254847,0.0207363251820652,0.00831072536007342,0.0111129307099806,-0.00489504480536418
"74",74,-0.0193753221036121,-0.00354002261974311,-0.000860656528864791,-0.00536141258201328,-0.00192719869872363,-0.00702399533952047,-0.0049712726751894,-0.00368802111300054,0.00782949463442021,-0.00146748034489624,0.00983779524398528,0.0177855238850385,0.0147623119807184,0.00919111193653872,0.00582184792591259,0.0115171772640526,0.00907202840157684,-0.00851556968252611
"75",75,-0.0210623442549071,-0.010945843227882,-0.0242483178166243,-0.015972062603849,-0.0152390913928005,-0.0174470368964088,0.00292508725555164,-0.00772976140412579,0.00996994884341473,-0.000669723765970352,0.0142368159690864,0.0260963260552922,0.0167833449778151,0.0194566829699916,0.01707960546395,0.00897686018450444,0.0104188822688112,-0.0153831972098873
"76",76,-0.0153352806297757,-0.0107411617943714,-0.0126100790105261,-0.013923715141378,-0.0105929128301051,-0.0104351867787999,0.00673334417555391,0.00413628926680962,0.00841182313417786,0.00406333472620184,0.0131823467236343,0.018905119534316,0.0150771293436755,0.0161855220405247,0.019835454903302,0.00997748969800858,0.00574756396505844,-0.00483616388771455
"77",77,-0.0199664888046088,-0.00799162206075146,-0.0138966507652588,-0.0150193732147668,-0.0131642359728354,-0.0162543150104154,-0.0056436919964672,-0.0142862328151936,0.00480914349629656,-8.32260347852807e-05,0.0129715431132435,0.0187894731060829,0.0156937991510855,0.0132725435465609,0.0104779522980545,0.0028485789405894,0.00877273017799816,-0.00570584450103369
