"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10","coef_lag11","coef_lag12","coef_lag13","coef_lag14","coef_lag15","coef_lag16","coef_lag17"
"26",26,0.0164844104506928,0.0183706486650409,0.0277234418986512,0.0345632726024995,0.0327688590015644,0.0314064165678282,0.0129266104271338,0.0171227408677131,-0.00307206882304991,-0.00682943640808097,-0.00637286148989717,-0.00176142175397796,0.0148876005480448,0.0135445032452368,0.0143892870597596,0.0236094206805678,0.00394870395296899,0.0116252530182491
"27",27,0.01615756266263,0.0138799123689221,0.0242376819053447,0.0240834071006042,0.021812384670464,0.0189865181499564,0.00749093497360564,0.0132814340213105,-0.00495733670141857,-0.00181938773260678,-0.00371544001771631,0.000118165757193933,0.0100800602736974,0.00325993522800366,0.00767763608790196,0.0156433048457074,0.00281722061717059,0.00375723801987177
"28",28,0.0237546434410282,0.024902592671506,0.0298968258144008,0.0346286300702976,0.0326803399510374,0.027158782472807,0.00718160592440086,0.0183344709101401,-0.00650813129958728,-0.00162698685423529,-0.00165433164201527,0.00737595910281686,0.0207148089621072,0.00908983703229707,0.0195612744260663,0.021704326066089,-0.000680958013616205,0.00898968760874955
"29",29,0.0156832724875107,0.0161686764247036,0.0192186079550177,0.0269257127566305,0.0248500371821815,0.0285062643065893,0.00987539062442623,0.0140727424247653,-0.00551750596830706,-0.00504385919080667,-0.00789989045107751,-0.00531057630411313,0.0124919136587561,0.00700795905084642,0.00947977104744709,0.0170002653807017,0.00184223534447138,0.00780684418353692
"30",30,0.0119392849581647,0.0155176989868218,0.0213385782340785,0.0266652120460003,0.0273748904665314,0.0257424145389782,0.00611892617416953,0.0109006878841458,-0.00529722190790283,-0.00576632530559689,-0.0145979070743825,-0.00669782256088293,0.0076074568560242,-0.000122191804555743,0.000162795033791956,0.01499106456255,0.00467114348995413,0.00707850617557341
"31",31,0.016368850444524,0.0136292099366408,0.0216318063158651,0.0269337160467314,0.0296858128791818,0.0272984255875703,0.013430532189037,0.0161749498102068,-0.00368297306765837,-0.00346654862302863,-0.0101569612787824,-0.00178728793090551,0.0127889788538263,0.0119328589065114,0.0186986611020135,0.0243303387711732,0.00878241620459081,0.0104211250452515
"32",32,0.0134639856206848,0.0127646392273581,0.0193516877508536,0.0258730792978688,0.0222619158586489,0.025715463472143,0.00586102532805518,0.0136172034530702,-0.0102655269911099,-0.00521707331831002,-0.00851412135884728,-0.00285945985110039,0.0138944963338121,0.00587700007959547,0.0102470389657969,0.0153102293419854,-0.00143464180449901,0.00653008985121824
"33",33,0.0174821476015119,0.019351098761831,0.0220368554292029,0.0267030981936171,0.0215151519377697,0.0163288376625608,0.00311757897757185,0.00619673584408743,-0.00883744464176745,-0.0121345607473185,-0.00691933290069651,0.00305530144125467,0.0114207321385354,0.00695045792908999,0.0130640888800412,0.0224312970227433,0.00056950957154863,0.00111712007835144
"34",34,0.0168671470792206,0.0186584273302077,0.0230115555440574,0.0281572651284609,0.0253344977940994,0.0185077634344069,0.00494662897897608,0.0102478041599321,-0.00435611674477857,-0.00182656766856175,-0.000955828144282966,0.00485312103325496,0.0144595181001919,0.0125081245331489,0.0144207123399476,0.0191104543426969,0.00490224753848061,0.0090926504907459
"35",35,0.0206461525695287,0.0191569043842389,0.0269666903456025,0.0285683669268203,0.0275429840189961,0.026736246601588,0.0073528844495931,0.0118574199586797,-0.00599706948316156,-0.00356465677443421,-0.00514281617138789,0.00190912382121514,0.0117474344376604,0.00302947310660056,0.00497565176186906,0.0119477654515059,-0.00746916568555215,0.00175435893313022
"36",36,0.011122441951204,0.0142196450879947,0.0190431341223457,0.0267085645352864,0.025378421867969,0.0242868045328471,0.00723733405565371,0.0120705100469841,-0.00969509277504221,-0.00807779810297141,-0.010927598175008,-0.00183524132045944,0.0144253485888461,0.00852559785415087,0.0129671391866127,0.0216150250640692,0.00924019778407336,0.00618243124571339
"37",37,0.0150473617564203,0.0182469930599522,0.0247194382952972,0.0276119794922299,0.0326488452689729,0.0187958294201266,0.0101010949172516,0.0120804908656241,-0.00202649084447377,-0.00500862247079018,-0.00982648585677337,0.00545890612807981,0.0104489280370771,0.00587596877431361,0.0090704902708259,0.019135986720985,0.00844963383320091,0.00463857289590656
"38",38,0.0174362724782224,0.0225443948548673,0.0264085246985152,0.0277445010337777,0.0290047307926545,0.0190435688844731,0.00498699530034024,0.012524558557693,-0.00410271535235321,-0.00436436644478507,-0.0057390420599602,0.00116415899744212,0.0121258752468517,0.00676799501762765,0.0120910687479259,0.0156897373347095,0.00238920742009971,0.00527525600806884
"39",39,0.0169816874083239,0.0162455365387538,0.0213910575152535,0.0247125770648657,0.0224271188820122,0.023179047881452,0.00735100767035575,0.0115836714145517,-0.00390095728092696,-0.00287204033893152,0.000734828598276668,-0.00191704566355347,0.0172429153864232,0.0133671806087323,0.0191970212828118,0.0156167098105165,0.0055910497541292,0.0132471773293953
"40",40,0.0145737804583363,0.0161273710947734,0.0213415477144932,0.025597966609968,0.0248856552741018,0.0230615360259766,0.00831351286593002,0.0127247487690939,-0.00493511023929917,-0.00469662693462299,-0.00838608963115609,0.000468559957361184,0.0128695594934861,0.00830538431089788,0.0117492674485168,0.0146009780814037,0.00240977032616506,0.00547884626821299
"41",41,0.0189958402685105,0.0188256650511242,0.0232411950551678,0.0288657402955787,0.0280556429983865,0.0224075857635795,0.00795716351801156,0.0142934631170463,-0.00537592072928811,-0.00258788115927644,-0.00752824856212246,0.00312821984486925,0.0110711151557124,0.0115542581132054,0.0137628015136896,0.0204917648786375,0.00419009128302213,0.011842583275484
"42",42,0.020172220279473,0.0183535637777245,0.0251388943093458,0.0273804922724302,0.0267803837108969,0.0175683285471671,0.00107471165611732,0.0132275655197863,-0.00820113617616882,-0.00422067474408265,-0.00895331927547195,-0.0061730308516825,0.0102239101867788,-0.000711377983485818,0.00857398812779352,0.0103040049906459,-0.000837208483854844,0.00960468502422567
"43",43,0.0136793327718107,0.0215739343120136,0.02392749914264,0.0295990357541059,0.0260432284900532,0.0176972266233769,0.00113853925503537,0.00903108072502287,-0.00906946648530176,-0.0101910500899298,-0.00699560171255671,0.00343525617379328,0.014987018496832,0.00585797294260956,0.0110438166570566,0.0226316762050725,0.00195412442420877,9.39004285514069e-05
"44",44,0.0249197264060718,0.0216566421942217,0.0281672061833768,0.0328765652004512,0.0319806843254386,0.0267185529787203,0.0101744083009453,0.0154314459453417,-0.00536673450856825,0.00125420013510102,-0.00175536946036706,0.00587312817915236,0.0129946215401588,0.014703218099164,0.013763483450259,0.0181518214972193,0.00164610306968634,0.0131421035520121
"45",45,0.017309579019658,0.0188386029192599,0.0258931203582302,0.0317256319532204,0.0272666875397528,0.0194514749478723,0.00415100239762867,0.00978592160934705,-0.006007605095081,-0.00318559624122835,-0.00497847288086723,0.00268298018027004,0.0115605500152211,0.00885384203715233,0.0106605321522696,0.0186705267305812,0.00203875995576766,0.0103506353109246
