"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10","coef_lag11","coef_lag12","coef_lag13","coef_lag14","coef_lag15","coef_lag16","coef_lag17","coef_lag18"
"1",1,-0.0146059956594495,-0.00749054559326341,-0.00760961095610806,-0.0137329356737629,-0.0119584521147764,-0.00681553417536852,0.00912131451897879,0.00519767603863917,0.0127809151916501,0.00726734346618871,0.0112696406036171,0.0168885884556369,0.01000431730825,0.0147247450702413,0.0269864172386297,0.0164813892390878,0.0141024274483456,-0.0062447633510888,0.00444970478041259
"2",2,-0.0136027835170884,-0.00269966229941346,-0.0119312113085277,-0.00840468017669336,-0.00462925919365163,-0.00276029673749035,0.00781152564545135,0.0048706866537552,0.0106337348786376,0.00421957092019233,0.0211695566704411,0.0181518194302226,0.0185508599406983,0.0187109320479319,0.0244298874179934,0.012330920440496,0.0135983881377108,0.00213571981663903,0.00693389068066201
"3",3,-0.0211856080242706,-0.00226634687127239,-0.00753233461960718,-0.00742063995085162,-0.00627930623899904,-0.00542887015178323,0.00203774358876408,-0.00572627430187364,0.00801989585219131,0.00791005386981477,0.0157175197751707,0.0224220802065543,0.0205826359528054,0.0204130229238034,0.0224255987177037,0.0163178012937149,0.0185184083438736,-0.00488953242948116,0.00361526451539592
"4",4,-0.0170321584614008,-0.00882621756802018,-0.011139541814352,-0.00598735588454757,-0.00660698676991941,-0.000371408548610654,0.0135885191960305,0.00304889581202247,0.00795768198416915,0.00126752535749644,0.00858212436891992,0.013688929252911,0.0122909955186141,0.02262102102975,0.0282470171933721,0.0209733427260692,0.0205617164592974,0.00510215586968146,0.00706340047436722
"5",5,-0.0163724467572709,-0.00501357584044869,-0.0105689959502722,-0.0029634522467682,-0.00717346660976821,-0.00527513669744219,0.00432237065417177,-0.00599833233039791,0.00978593393170143,0.00363571314771135,0.0143679420030825,0.0167478363963732,0.0117862555934856,0.0242921848757509,0.0199545247186363,0.0148535823433646,0.0127322878478577,0.00783509299130618,0.010887594863945
"6",6,-0.0189474160858735,-0.0104984674229509,-0.00930746793489203,-0.0103369209416552,-0.00732503286389677,-0.00761547932549804,-0.000766100050037873,-0.00340109635824401,0.00460671494581939,0.00618887864223592,0.0139426786824714,0.0228838259487105,0.0185397126896666,0.0206684530341005,0.0208183294243862,0.0145547173131114,0.0112021766487913,-0.00282002429899587,0.00345062940525998
"7",7,-0.0187371482730917,0.00208756526290298,-0.00814518340173705,-0.0113024182281212,-0.0112431534207751,-0.00614958485702665,0.00855740694458643,-0.00317019997812095,0.0125818212333246,-0.00422772129173784,0.0137406424243904,0.0199204561734218,0.0144624841841364,0.0144345099264975,0.0213754362673622,0.0192406800846687,0.0174076715889006,-0.0123224186911055,0.00762480953034479
"8",8,-0.0182411658780186,-0.00507293240175265,-0.0100439423066581,-0.0103611590079419,-0.0136781989231451,-0.0105327260137326,0.00245682889665596,-0.0032778532464989,0.01758363785447,-0.00163288729728613,0.0151270948558061,0.0246369719001476,0.0232883499827033,0.024766553538503,0.0213437765615908,0.0181077162851763,0.0178489966699266,-0.0101622397053141,0.00449586131115046
"9",9,-0.012793533342719,0.00419562435032089,0.000193315763537547,0.0053684172840031,0.000208837172665575,-0.000349798951812184,0.0108352050574826,0.00423160006981614,0.0130238376289868,0.00797474611557865,0.0213399101040278,0.0261980679380861,0.0227926472134253,0.0263060007869028,0.0277657968405087,0.0202319796311674,0.021588901503036,0.00634059653995459,0.00457987169349085
"10",10,-0.0183458383507976,-0.009615745280927,-0.00909726479147088,-0.00918647027949656,-0.00543595605548636,-0.00430087498914313,0.00184062750674273,-0.00100192449997031,0.00341708591218668,-5.82083623066551e-05,0.00140738202181119,0.00904317064920075,0.0126592919881419,0.0144189306575911,0.0239786316394256,0.0186957913350488,0.0171782347582582,0.00270994757378503,0.0054859011248241
"11",11,-0.0135492543012587,-0.00680198844543218,-0.00716160172127542,-0.00869508599022276,-0.00449641731545891,-0.0135353755451961,-0.00436754049118503,0.000546294101103571,0.00748630037431358,0.00685026908563302,0.0145643356360796,0.0223383103879759,0.0184824146136049,0.0179389094937775,0.0281213738097159,0.0181541677691683,0.0159572071965562,0.0021477500150403,0.0052737760863188
"12",12,-0.0145974964069278,-0.00597893138414518,-0.00894675975343801,-0.00713266281842062,-0.010194681962802,0.000765087723223781,0.00521735612104824,-0.00491467522859736,0.00200016745899999,6.34341204795468e-05,0.00979675992278184,0.0194044470091181,0.0196690709396427,0.0249637161622935,0.0201145385297867,0.00936333756441817,0.0109495033561051,-0.00694443976914797,-0.00297613887003851
"13",13,-0.0204108178302041,-0.004686034948011,-0.0138479525184485,-0.0020768032720236,0.00358108184335126,-0.00374110408087949,0.00395856253284371,5.56860379917278e-05,0.00483193375909044,-0.00628602243304349,0.0137286270857955,0.0195975080572661,0.0226449330499196,0.0230128923387492,0.0247281780903718,0.020775263803285,0.0190556834509468,0.00697254171696454,0.0163335164742212
"14",14,-0.0180538775712516,-0.0101471096101779,-0.0143085704141145,-0.0158627288733462,-0.015816853413176,-0.0115205241164652,-0.00533274889438468,-0.0113269725610206,0.00392011195356169,0.00189194419000805,0.0102641914682082,0.0209563533677762,0.018457141904376,0.017866045886549,0.0181701593062237,0.00949947033293366,0.00756961149061982,-0.00907439786093944,0.00433111181865017
"15",15,-0.0101896905469848,-0.00533534471030585,-0.0123948291025737,-0.00985575666005482,-0.00875952990389932,-0.000833748194014432,0.000986394966436072,-0.00132714628901169,0.0121986241960891,0.00426472741677594,0.0202813556880283,0.0172807255013211,0.0204272889225998,0.0220276341227841,0.0217456839029489,0.0107667398979431,0.00835390994870664,-0.00719175533044447,-0.00236104741238114
"16",16,-0.0203136470939146,-0.000891620345845235,-0.00760181692673279,-0.00457899081962012,-0.00173427504389911,0.00288440964999905,0.0140231703704239,-0.00309471543928882,0.00987346631246409,0.00212913715164002,0.00995476415564682,0.0261066208316233,0.0204094613649445,0.0296859108379793,0.027432287441092,0.0172496968538015,0.0205654790115098,-0.00312775951309024,0.0092920434652967
"17",17,-0.0229537741326212,-0.013569437305497,-0.021114454005848,-0.0183492421077575,-0.0197157448812136,-0.0133142927318178,-0.00106028510820888,-0.0119231911585115,0.00445900351040319,-0.00617042542699303,0.00918916531321474,0.0127922992624283,0.0126674655381435,0.0145015420492166,0.0123230149726253,0.00836533389335347,0.01133399553505,-0.00297689749392232,0.00546334969794046
"18",18,-0.0170038391477043,-0.00552495633645877,-0.011896334185573,-0.00906387900733978,-0.00856537595887421,-0.00160339582582903,0.0076238486888161,-0.00641231725881773,0.0087520324949873,-0.00143631319442746,0.0197659355695669,0.0169889552070615,0.0183531107239173,0.0205453956633834,0.0159147451364467,0.00796666072387717,0.00932984458704462,-0.008057042206079,0.00675226284791294
"19",19,-0.0228198763820187,-0.00917094763442852,-0.0146569300335502,-0.0174860528930429,-0.0145886009903496,-0.0176109487202329,-0.00552733731317186,-0.0123262977363458,0.00163425577446735,0.000800555989447861,0.0128647789741624,0.0259973041108607,0.0211761337922034,0.0187512697792429,0.0191419920362586,0.0106361798761633,0.00875832727362547,-0.0113049312372739,0.00430924611986829
"20",20,-0.017718570492161,-0.01003120690579,-0.0138904131696428,-0.00919021142086168,-0.00975950785869311,-0.0151378239594804,-0.00779869698766548,-0.00376369756525731,0.00532166734938117,0.00589107857304615,0.0159493553886941,0.0256391311395432,0.0196856200074907,0.0175300451044763,0.0217892687648712,0.0173983804775563,0.000664320106652716,-0.00673474679776125,-0.000716953049743389
