"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10","coef_lag11","coef_lag12","coef_lag13","coef_lag14","coef_lag15","coef_lag16","coef_lag17","coef_lag18","coef_lag19"
"25",25,0.00144685345303443,-0.00972000636494506,-0.00793427374756226,-0.00787727556478178,-0.00859087099373286,0.00450444163936102,-0.00234367873804262,-0.00410107222758777,-0.00908588512853144,-0.00652851360475172,-0.00292758800873728,0.000622611398812614,0.00404245802551719,0.00452314977175711,0.00974134316884486,-0.00270625081313231,-0.00838891975581117,-0.00444730661482154,-0.0021966397308361,-0.00370038060494918
"26",26,0.00370012649709741,-0.0117485025729752,-0.0033147991310339,-0.00801938746477509,-0.000377440564476092,-0.000169346791160732,-0.0010708579040041,-0.00441866478002406,0.00251940597585906,-0.00359482616465373,-0.0041425712949908,-0.00495351079651511,0.00300858457182736,0.00179392268318443,0.00654593960629534,-0.00577012652234513,-0.00911827861008027,-0.00814806603984724,-0.00463349008594574,-0.00343911408493318
"27",27,0.0034170773723571,-0.0116313936124296,-0.000732511683386345,-0.00491017437776482,-0.000107504257013054,-0.00169227451658807,-0.00521169921840216,-0.00775465143318645,-0.00147029104896186,0.000881674790577751,-0.000242370614684003,-0.00147736664482319,-0.000824559315053037,0.000245340270981894,0.00501870219239626,-0.00685753833225317,-0.0065921952485582,-0.00212879274234491,-0.000353171069790215,-0.00597164998699267
"28",28,0.00344726831045962,-0.010227468731984,-0.00443267340486989,-0.00592330494931057,-0.00321182085167903,0.00381479843687774,-0.00309023357337903,-0.00139773140855471,-0.00461588679533716,-0.00315800260517788,-0.00448507412427619,0.00147926612291238,0.00395250677487769,-0.000518135945627987,0.00752967028621013,-0.00308811861325249,-0.0122541224752273,-0.00792973547316608,0.000514114659613226,0.000172989917884289
"29",29,0.0060359395091677,-0.0061208055476881,-0.0069866675701318,-0.00576347474512923,-0.00299934211158095,0.00119908420087873,-0.00547446214716484,-0.00201607447900435,-0.00131776077761225,-0.00493289182945395,-0.00368906337899558,-0.000517778449866616,0.00286964325438988,0.00258699463225758,0.0104141309030913,-0.000549345241578436,-0.00155009542438704,-0.00213089235320007,-0.00284348029854334,-0.00314216857314111
"30",30,0.00200478641697116,-0.0089921159626248,-0.00564920538458342,-0.00869965877056905,-0.0010806132587186,0.00583689765020887,-0.00402837371072202,-0.00660728698087357,0.00159243199412837,-1.89206439237348e-05,-0.00389717386255,-0.00135814152919214,0.00807799671272783,-0.00095672131720509,0.00556386584497452,-0.00657664357902866,-0.00645192524681563,-0.00309216763538417,-0.00736735394329775,-0.00222848065900121
"31",31,0.00356837983069262,-0.010222590687411,-0.0024279647236472,-0.00786893691949503,0.00141959177141036,-0.00485806441514122,-0.000996640143102083,-0.00176019110370715,-0.00168276484328975,-0.00669509270676239,0.00168050042236078,-0.00105276621549819,0.00242039488115496,-0.00798505016932293,0.00390711006530635,-0.00443824032153121,-0.00511569424958241,-0.0108369895046559,-0.00660838749116201,-0.00529620415060052
"32",32,0.00469706894128332,-0.00967759537931278,-0.00197602630496582,-0.0112989702513054,-0.00529056257111796,-0.0015696191981301,-0.00401423283332266,-0.00594778626272086,-0.00396150846111973,-0.00319678723373525,-0.000780064576928341,-0.00555108267302391,0.00116021095484642,0.000913949109116349,0.00901276074593742,-0.00266928302540863,-0.00575061440543705,-0.00218446800531921,-0.00245629743211508,-0.00849282178969865
"33",33,0.00552655165193936,-0.00891960974844189,-0.00393650014142908,-9.74053112849577e-05,-0.00527323483883373,0.000108446646017722,-0.00681723420647216,-0.00500445709444643,0.000309398352789007,0.000438779039693003,-0.00355245955244106,-0.00120322858961884,-0.00372113377262237,-0.000737276860274638,0.00444648691581739,-0.00332150188752621,-0.00482689252285101,-0.000544035702707456,-0.000817094425430426,-0.00164148344873296
"34",34,-0.00169603391933218,-0.00982830254591774,-0.00771543727523579,-0.00532125747201254,-0.000665087302190168,-4.56231559985384e-05,-0.0028179258947303,-0.00700512356343524,-0.00336346613831368,-0.00642765050772731,-0.00755020577679568,-0.00385725002580855,0.0011210522753415,0.00192073497745429,0.00411647602102061,-0.00539523176156946,-0.00733033011517149,-0.00565424051161367,-0.00202679222040436,0.000284315892956057
"35",35,0.000734749379112625,-0.0123928614973336,-0.00622160657045818,-0.0124519939437845,-0.00190879492139448,0.00220202491158266,-0.000195139526132423,-0.0026396272705044,-0.000278702157760577,-0.0101761549768243,-0.00451316690258874,-0.00780333485154105,0.00896274116411784,-0.000848178988454063,0.0115111783300245,0.00382448942622192,-0.00642207901135176,-0.0156582613309193,-0.00715951620845106,-0.00194888799070561
"36",36,0.00725223243307145,-0.00845471377924884,-0.00260830080935952,-0.00799766760740054,0.000483113477868143,-0.00287775887018597,-0.00690811543057986,-0.00647300281461308,0.000875131697643545,0.000641127649007401,-0.00446565075505816,-0.002558640429494,-0.00583609846002574,0.00136971770596139,0.00574042312968121,-0.00595376835574707,-0.00432344640962965,0.00131125080341063,0.00320706512495878,-0.00704753642569136
"37",37,-0.00185975118601886,-0.00864784668285244,-0.00945133901799931,-0.00620381816843036,-0.00317879652389089,0.000929414635125502,-0.00447528590031065,-0.00531539485511882,-0.00153336852350419,-0.0020112858930005,-0.00825243883164722,0.00132966550463183,0.00526175139867016,-0.00335286110331845,0.00824951774267925,-0.0023767400584703,-0.00880423460148085,-0.00492379702616317,-0.00370755167047587,-0.00230418782323881
"38",38,-0.00320554261522306,-0.00993201753100571,-0.00739314496071736,-0.00459610558022426,-0.00175502439639982,-0.00130685904527689,-0.00473798072200754,-0.00722111443147425,0.000418049138605273,-0.00414772678426578,-0.0036697510473941,-0.00259330095368322,0.0013907684193399,0.00100236779936079,0.00708218352478501,-0.00343099395140421,-0.00929289275017727,-0.00533097664920081,0.00126153465194752,-0.0020255397504201
"39",39,-0.00130768388242406,-0.00554403824617837,-0.00816720272197543,-0.00365329334895779,-0.0037290619443016,0.00202658089210374,-0.00831560205251159,0.000774817753124238,-0.00233466319569518,0.000208633257934646,-0.00389057460261557,-0.00161046539399359,0.00119593721261134,0.000970374267665508,0.011309694655112,-0.00166533072758575,-0.00516771299184987,-0.00161714610968146,-0.00134255281680522,-0.00159713327043348
"40",40,0.000393981438382795,-0.00494057916025734,-0.00682348220831348,-0.005013993808977,-0.00804729008580771,0.000538034478393005,-0.00839265558846997,-6.724186619268e-05,-0.0039818089409205,0.000555849232228099,-0.00790528435294766,-0.00508426326194805,-0.00147421781869079,-0.00122662210007064,0.00304922664056636,-0.00101741121529446,-0.00630542465150866,-0.000469347812293137,-0.00343130174253373,-0.0021391225442605
"41",41,0.00510783371964153,-0.0110390289840738,-0.00161834101276825,-0.00837774526144331,0.000959749951788854,-0.00117761083683913,0.00161605745603021,-0.00451541256601773,0.000943967612594729,-0.00356219036182318,0.0010406238979343,-0.00229261191492995,0.000151095481667713,0.000397260455802737,0.00692054450746115,-0.0058295960067277,-0.00603455938441785,-0.00627184481721322,-0.00113475598111115,-0.00845445919734359
"42",42,8.14415797677983e-05,-0.0133014790275182,-0.00540273331420438,-0.00922240932080268,-0.000553049102965769,-0.00059249432312033,-0.0059869304130397,-0.00710210223109851,-0.00524226443480408,-0.0118266197891435,-0.00795499135238274,-0.00894777168743987,0.00587565353085383,-0.00245219027987848,0.0125297864932975,-0.00159830620445528,-0.00627765297522543,-0.00491114534278051,-0.00291387158363148,-0.00525413889857893
"43",43,-0.000179564255237691,-0.00880103558123058,-0.00918888318877297,0.00136700380711758,-0.00638120350077742,0.00297590827037398,-0.00958338278732836,-0.00573119021771097,-0.00596338752252461,-0.00185130925736972,-0.00921271954366825,-0.000755035939332006,-0.000276722953915192,-0.00342764107286223,0.00447873598091622,-0.00270337738582917,-0.0121276960782394,-0.00446233332692348,-0.00378334145862536,0.000912722805495611
"44",44,0.00443840283596852,-0.00830646311553735,-0.00358150841217821,-0.00857635592685365,0.00113320945514053,0.00430613371734755,0.00236401062033724,-0.00608643257552451,-4.48911228825741e-05,-0.001700110707021,-0.00138450931892091,-0.00441824569211902,-0.00132813530596594,0.0036712359959737,0.0086054497248209,-0.00125957491350572,-0.00953637220027199,-0.00443423502580216,-0.0039290575339283,-0.00195320865818214
"45",45,0.00249564105667347,-0.00950722733358314,-0.0059488429055068,-0.0070273111308525,-0.000959613586509581,0.00403911339039338,-0.00428696501962087,-0.00644232444965272,0.000413086194540667,-0.00288633048164531,-0.00458282595503105,-0.00479461920941048,0.00436058107011524,-0.000610921426460047,0.00799855292418515,-0.00256512285476338,-0.00681696245716188,-0.00759779861895251,-0.00447527802310547,0.000978253248391036
"46",46,0.00097748710663762,-0.0105719785172418,-0.00272742280134069,-0.00997236987364546,-0.00497008754175987,-0.000187684048371599,-0.00803069793449739,-0.00728204552306221,-0.00275078355161102,0.00269578298822964,-0.00508163205145039,-0.00375731753698368,-0.00254900245095247,0.00350445993511014,0.00704228530721158,-0.00243515037340142,-0.00745059088423256,-0.00380548006262206,0.000263997232952619,-0.00342194288452735
"47",47,0.00211495707031771,-0.00839392425554555,-0.00599452838098987,-0.00549259074415049,-0.00260633053235322,0.00347643431904441,-0.00857924154912514,-0.00536533661237884,-0.00268628446001491,-0.00207707128248269,-0.00704121639897628,-0.00438616778490179,-0.00163079539335533,0.00633802732771056,0.00586483202285376,-0.00414375772769659,-0.0105410228361907,-0.00374910866117638,0.00218784845772054,-0.00193717704845525
"48",48,-5.33494312615118e-06,-0.00671316095741618,-0.00058030658907987,-0.00457435738741722,-0.000176842142257794,0.000152265908261424,-0.00394913856945548,-0.00295102826315532,-0.00108204413144834,-3.31276533833667e-05,-0.000253249224151026,-0.00270597363108132,-0.00325363789126765,0.00829017979692345,0.000793443567729686,-0.00485494000382142,-0.0108117486434386,-0.00295242242252019,0.00222414384794606,-0.0043562694528533
"49",49,0.00188796826463861,-0.0141069565413266,-0.00523911299373858,-0.00853937517448976,-0.00380139523041012,-0.0031499216163961,-0.00401131271058361,-0.00445066551310202,-0.00161123440731002,-0.0049862007219887,0.000640206524217582,0.00141322791995868,0.00400481154572092,-0.00170550482608665,0.00501384015239778,-0.00165140632474494,-0.00210566784487733,-0.00891863323397975,-0.00342683842211201,-0.00758045034647354
"50",50,0.00436861226003636,-0.00928697637032641,-0.00858647768280835,-0.00650231559289331,0.0018018425429491,0.00572268792492336,-0.00570676452155254,-0.00455450911134092,0.00143371278489464,-0.000954858167136409,-0.00696004364697516,0.00026075346302935,-0.000676952375495298,0.00177827176921948,0.0106453253841228,-0.000584332130287586,-0.00506225962827645,-0.00490947997994727,-0.00327122145144753,-0.00108176721479122
"51",51,-0.00369585208076735,-0.00898497116970495,-0.00989462479850528,-0.00577639023984876,-0.00327018759375451,-0.0015231107420952,-0.00462700447844183,-0.00013640030094202,-0.00263255745687182,-0.00451718334718378,-0.00574664809373859,-0.00339668269722403,0.00557863329684443,0.00245469480420064,0.00723372021788785,-0.00102789236522666,-0.00786283744483094,-0.00928380332476536,-0.00158238349781896,-0.00534508616062738
"52",52,8.1223366150962e-05,-0.011215386285527,-0.010093172024297,-0.00974974136398613,-0.00272012224943084,0.00739965061430105,-0.00823391781707715,-0.00633676087065894,-0.00625351930002599,-0.00401477810489686,-0.0067616849650338,-0.00234154851621931,0.00716566602587621,0.00299780190035996,0.0146313813390281,-0.000384927894860637,-0.00787739538355166,-0.00586882670706001,-0.00329022739926633,0.00187264553898507
"53",53,0.00587950178552355,-0.0122701826632928,-0.00315852321688796,-0.0151278917910282,-0.00258110983239269,-0.00282359502642999,0.00109964630510741,-0.00723081049929138,0.00207035165881233,-0.00545130478914098,6.79369531767521e-05,-0.00638925391560122,-0.0020368444064624,-0.00675424380631788,0.0134790818614286,-0.00229095846491567,-0.00342409490745457,-0.00924905047991879,-0.00785444930741294,-0.00796686052813988
"54",54,0.00581760159654456,-0.0119318956908568,-0.00233010690691242,-0.00694294750742162,-0.00210872592815759,-0.00183175343376028,-0.000901735947011707,-0.00433835165472125,0.00137845662255618,0.000325776820929061,-0.00290526186771479,-0.00347893694495331,0.00141280636708194,0.00222336440621682,0.00404722337441987,-0.00666559973615019,-0.00527296352433967,-0.00379328883392159,-0.00376694746232061,-0.00614241301737399
"55",55,-0.00418615432653308,-0.00561832871550496,-0.00603662825585471,-0.00519442969661934,-0.00575458469024022,0.00316592379838356,-0.00164567728146982,-0.00272721255623638,0.000249843004600859,-0.00287903610154047,-0.00281308464325531,-0.000548520171230161,0.00702111053034453,0.00428473954028761,0.00542699550202867,-0.00590611312719488,-0.0101044056267281,-0.00606166995984269,-0.00239624920177335,-0.00565853410607622
"56",56,-0.00141010397739618,-0.0116515353655498,-0.00900447021170474,-0.00593042176571748,-0.00802221048870259,-0.00222603548558273,-0.00786687943705123,-0.00187277959167649,-0.00131147536029802,-0.00311095543794499,-0.00522484492285983,-0.00399741440948663,0.0047541121273004,-0.00263116977327931,0.0104354855252474,-0.00217279721328383,-0.00729466773861685,-0.00937259693932383,-0.0050342108721248,-0.00307715577672827
"57",57,0.00204227499668676,-0.0118767680922812,-0.00374192993181448,-0.00614952075193412,0.000798884794747575,0.00211368641435284,-0.00241774599368876,-0.00577946119049247,-0.000757038443286784,-0.00161437247167333,-0.00254221855030949,-0.00351713893807314,0.00265841653273533,0.00342814467529196,0.00748473467695662,-0.00408464360906261,-0.0100596272165311,-0.00389067691048992,-0.00139699126823594,0.00111474182156758
"58",58,-0.000256899507806468,-0.0111918895038086,-0.00967594103072762,-0.00874434409300036,0.000829406113032832,0.00500347061652951,-0.00546569816577559,-0.00408892685228534,-0.00137705219862333,-0.00470624555717896,-0.00290370494641543,-0.00225200652249472,0.00866519868964007,-0.00261488318219685,0.00764697719726076,-0.00169020876117458,-0.00951458098821015,-0.00879884831294243,-0.00261606759325871,-0.00547726317058607
"59",59,0.000880088583946211,-0.0139586983555654,-0.00862905195781483,-0.00876372990457782,0.000892748794084344,-0.000478216715825095,-0.00166358942212496,-0.00489274863548591,0.00263228700117132,-0.00200309174340196,-0.00339394612802711,-0.00479655582295207,0.00709690907746835,-0.00160979026267692,0.00928694358832706,5.78157509072527e-05,-0.00637898894817829,-0.00509044008738024,-0.00151395432332755,-0.00362793791412539
"60",60,5.59216848314387e-05,-0.00970431062475143,-0.00724768662151807,-0.00800525890511563,-0.00458495673885662,0.000370991858373154,-0.00604959090053749,-0.00158854085331975,-0.00221274994137726,0.000403826502578858,-0.00595625290866709,0.00358551589287634,0.00462680108754253,0.000434380647009037,0.00668275925358728,-0.00358238162307852,-0.00621203194090003,-0.00442587446729428,-0.00429241154098318,-0.00446868917681746
"61",61,0.000622945830985469,-0.00840393870870787,-0.00819638632962688,-0.0129301551615661,-0.00638573699392955,-0.000971878688449986,-0.00567734582627677,-0.00944124533118776,-0.00492980050873927,-0.00464763753383616,-0.00317318225241151,-0.00636757301893937,0.00514864672416135,-0.000218380834410565,0.0108413206975081,-0.00228894971908375,-0.00741373949297934,-0.00292642824540163,-0.00391851613987519,-0.00552866026575758
"62",62,-0.00389081878850749,-0.00846607675354204,-0.0091044370028912,-0.00838866281254229,-0.00704623884247373,-0.00417522455842378,-0.00894194315041038,-0.00280719471868753,7.91594233698221e-05,0.00286092512650545,-0.00326313604482476,-0.0021805170266842,0.00725733686744147,-0.000434673374088087,0.0092665030857126,-0.00120059040211954,-0.00773597373992522,-0.00139500552788575,-0.00528403180139389,-0.00102267319069926
"63",63,0.00333573018556878,-0.0123897765423762,-0.00287791563120542,-0.00787862519613395,-0.00165667646627903,-0.00237648486705765,-0.00414663919314263,-0.00708914192705425,-0.00207902119137656,-0.00328627099201386,-0.00314010952753486,-0.00478642802182275,7.40198397386123e-05,0.00226389533660975,0.010800214746407,-0.00322375293330041,-0.00450760662692059,-0.00356125037601281,0.00106785497990776,-0.0054495596647943
"64",64,0.00712657684608542,-0.0130113158017823,-0.00887524132042362,-0.00876354210901618,0.000935459031888262,0.00251593244301093,-0.000298598810679203,-0.000891025214786738,0.00385735742235713,-0.00644577174055208,-0.00905568627467782,-0.000446060449032041,0.0115547175872736,-0.00330030506379143,0.0148130375909264,0.00174514997091184,-0.00820191389436916,-0.0102852193810907,-0.00764290731295696,-0.00308657096548906
"65",65,0.00269069105418684,-0.0146547934642032,-0.00326692128740649,-0.00613814322163756,-0.00131280904826723,-0.00223116705813872,-0.00578061039624157,-0.00653324149031292,-0.00361871481781903,-0.00306049426059899,-0.0042575791026263,-0.00576949677592654,-0.0026117736112374,0.00500188445983362,0.00576341519999157,-0.00166221395875027,-0.0064160579439304,-0.00577069781692796,0.000491738565096168,-0.00285424297462628
"66",66,0.00374787371751739,-0.0077794951702202,-0.00344426047438692,-0.00393112747012574,-0.00100774677362196,0.0015968319152968,-0.0036336418197537,-0.00405930370783591,-0.00137116365087577,-0.00115572374281569,-0.00189605756302361,-0.00310122965601809,0.00129377517431853,-0.00350533795853192,0.00707085430783735,-0.00187196865407003,-0.00657578145409996,-0.00464241441448823,-0.00310956140189562,-0.00540956767963766
"67",67,-0.000974673327706114,-0.00966620102316047,-0.00632508363554159,-0.00959665963390121,-0.00697315960567843,-0.00413258778588349,-0.00320594824804094,-0.00896775324362639,0.000323942016488379,-0.00541558247924679,-0.00496711407970159,-0.00149062294917932,0.00383597528010346,0.00240028492635056,0.0148174995205551,0.00130005680623111,-0.000396493900999291,-0.00176929250660792,-0.000852267290901349,-0.00486196558874081
