"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10","coef_lag11","coef_lag12","coef_lag13"
"1",1,-0.006732792956234,0.00414256984224463,0.00282170134003587,0.00408428377746931,-0.00115900127817155,-0.00348102608405618,-0.000287274843168053,-0.0031111367917488,0.00112588349865608,-9.66818043710326e-05,0.00732987188375544,-0.000960953954334622,0.00178153208115691,0.00250126628271556
"2",2,-0.00786378472714428,0.00528720574826577,0.00317197274533427,0.0047607199477145,0.00101001841678773,-0.00178814227980156,0.00058671342325778,-0.00345740932838908,0.001237420915235,-0.00229490874066167,0.00540023168727545,0.00165704701087837,0.00322119629821656,-0.00015928446658398
"3",3,-0.00691652406610397,0.0068790519139984,0.00149979898462162,0.00436455868004913,0.000856323375445642,-0.000529263436304036,0.00270364789373811,-0.00264677487681906,0.000327520600004598,-0.00161270051660086,0.00594799112829419,-0.00226094269414155,0.000790804080046943,0.000580172170116272
"4",4,-0.00958858596005559,0.00500918954402807,-0.000211391492247386,0.00223053772679826,-0.0037210212476149,-0.00643956517361292,0.0022120803580466,-0.00476644146664804,0.00253296155136314,-0.0017197167329158,0.00821820671845107,-0.00367743741506001,0.00380765571843494,0.00224326270579488
"5",5,-0.00654982520741422,0.00402912415180593,0.00045555254574154,0.00736915229994366,0.00282969430405438,2.38095184960833e-05,0.00345244728941428,-0.00250462206618453,0.00416775239236234,-0.00143024676349162,0.0081298486462065,-0.00179286071427118,0.00275417650034163,0.00531148120614623
"6",6,-0.00616043689665573,0.00547766209408834,0.000495547599106503,0.00345591408402727,0.000223229412784917,-0.00199034873176331,0.00172634752083527,-0.0029059523075318,0.00232381078081041,0.000685903412219611,0.0049135131280832,-0.00348429025979898,0.00232384023831381,0.00409725958506971
"7",7,-0.00705493650415274,0.00609576212440601,0.00336307713070487,0.00296717799011658,-0.000506849168741466,-0.00396537109531529,0.00360234877880903,-0.000618574835090872,0.00358488007665725,-0.0038589139202656,0.00533917622925334,0.000808304164734551,0.00263437697568142,-0.00442681386869027
"8",8,-0.00680537392670948,0.00250590427612581,0.00146706771457118,0.00489155284062268,0.000905423854379487,-0.00028160222447722,0.00265786145525777,-0.00218631422661309,0.000933293387741366,-0.0030395510936989,0.00449752863773371,-0.000280106801066361,0.00161076193156333,0.00266160807022234
"9",9,-0.00987742584659192,-0.000295171495382901,0.00138645910152634,0.00697903483999345,0.00104439451798895,-0.00165437130148868,0.00154583957052107,-0.00217190457886069,-0.00131456663293522,-0.00552464476587946,0.00410435969627223,0.00202015169988629,0.00209474486975677,0.00351346583376189
"10",10,-0.00592511791040568,4.01157214976409e-05,0.00268103935840879,0.000471246275543652,0.000962744112768942,-0.00492654609250381,0.00236020689322207,-0.00426992420526255,0.00366957770480754,-0.000884332170002016,0.00785541432390265,-0.00195239802163225,0.00233060673513602,-0.000138898444065592
"11",11,-0.00471542185240831,0.000839227836744893,0.00587553425121175,0.000714517115344063,0.00551680713286768,-0.00523086224693199,0.00249239882313791,-0.00439051886007207,0.00295962618986822,-0.000430196940571676,0.00848322954030615,-0.00265258587198857,0.00358588366017663,-0.000411067172349076
