"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5"
"1",1,-0.00564051387880171,0.0065777915177751,0.00179733118734188,0.0013153662109244,-0.0010406941913739,-0.00649973482827785
"2",2,-0.00524011401598069,0.00548623817217065,0.0039570964024191,0.00456310367076014,-0.00201320446645015,-0.00349420821414289
"3",3,-0.00711205793992813,0.00626394773588183,0.00184009643536202,0.00551772091544457,-0.000563553352803948,-0.00270553156756448
"4",4,-0.00218070533325045,0.00759554433513764,0.00136151636650174,0.00344412877351828,-0.00181615566744298,-0.00093702026749206
"5",5,-0.00407002459713778,0.00590929042085449,0.000543719387431197,0.00392124356279431,-0.00176891265144903,-0.00413092957329086
"6",6,-0.00736463395110858,0.00311208668201865,0.00224440661517064,0.00306350304971628,-0.0025266281016927,-0.00434202819168873
"7",7,-0.00662852469992608,0.00431737117350763,0.00398193508970137,0.00343441134859309,-0.00432587577552254,-0.00332994396935657
"8",8,-0.00471390828337094,0.00424050989107739,0.00347325696729741,0.000880223780630871,-0.00312547852306391,-0.00573602873460265
"9",9,-0.0060939954411406,0.0036027076369311,0.00325225850837009,0.00179841615916564,-0.000683428807962157,-0.0046630436407498
"10",10,-0.00392615904190331,0.00186593244160896,0.00440494649686496,0.00489539447867874,-0.00387502056440591,-0.00236598217558585
"11",11,-0.00632851613587485,0.00302103827302699,0.00145269469770774,0.00192802749553782,0.000827240227158037,-0.00424158290601537
"12",12,-0.00437503383023905,0.00492300908515698,0.00563775713113618,0.00213204615366164,-0.00344565848492069,-0.00455362408794661
"13",13,-0.00399845858904971,0.00378245359627112,0.00197382101656828,0.00307264283398444,-0.00253787105776588,-0.00119571177660064
"14",14,-0.00240757569059817,0.0015345766094376,0.00538966963215394,0.00225401449556316,-0.00154872731260809,-0.00678912424905345
"15",15,-0.00339441473731385,0.00749209101997036,0.00333238916318763,0.00371737398879354,-0.0016911118164465,-0.00461502754413677
"16",16,-0.00250191598765077,0.00570801077408,0.00432838184437315,0.00125334722182786,-0.000510093715128946,-0.00618530135955745
"17",17,-0.0030455728839197,0.00554568529115746,0.00155626542666526,0.00154736667259614,-0.000686634188665281,-0.00427529221719872
"18",18,-0.00399025937968843,0.0047631853371949,-0.0001435409134476,0.00238290896776987,-0.00142627001204763,-0.00284778468572245
"19",19,-0.00521663319637562,0.00550621368029,0.00397767743806352,0.0034251372473273,-0.00397310024495932,-0.0038364156064504
"20",20,-0.0058951412817515,0.00630673155536169,0.00170432614354137,0.00427834925038554,-0.00299805221723921,-0.00701588213857229
"21",21,-0.00281116940324929,0.0074796227540489,0.000344288843212894,0.00256567800350776,-0.0010674937984129,-0.00323700232766714
"22",22,-0.00287988264231345,0.00952884970438758,0.00315398953719588,0.00389903975571536,-0.00414321659043156,-0.00376644112645251
"23",23,-0.00615072684517544,0.00385328912894161,0.00265354673062912,0.00339410318056522,-0.00262302200170221,-0.00754746847914661
"24",24,-0.00497313111988981,0.0043805339063528,0.00610105849092241,0.00327431479884291,-0.00112933705815174,-0.00375185749301281
"25",25,-0.00432325571692352,0.00416427523170563,0.00269339091654955,0.00348377566977833,-0.00112261961777601,-0.00636585969769466
"26",26,-0.00483984271226004,0.00240268774503659,0.00245809825686298,0.00185243084490502,-0.00209050047389314,-0.00411482718513369
"27",27,-0.00486492443605327,0.0036906976090615,0.00352131556927451,0.00306014726769255,-0.000753773786193309,-0.00441734391074929
"28",28,-0.00242062985680359,0.0048496250799963,0.002306798902067,0.000706063872876318,0.000220047457085437,-0.0054434313100176
"29",29,-0.00316187846480355,0.00453665791048599,0.000759333032102743,0.000968077063770893,-0.00307265463106378,-0.00337293975098315
"30",30,0.00114562869306461,0.00698249792916603,0.00207962315961748,0.00203033743465709,-0.0022215407448123,-0.00163268852349148
"31",31,-0.00330360544687455,0.00384004324649826,0.00209382997689788,0.00262946432168772,-0.00189606254710637,-0.00575350889839033
"32",32,-0.00183993627456958,0.0054667091216684,0.00111337781521767,0.0021987394869479,-0.000826582311075287,-0.00222642639667713
"33",33,-0.00337089376650539,0.00391383241447631,0.00116124554567782,0.00362100765470194,-0.00295281752759234,-0.00376535201588982
"34",34,-0.00619866585885571,0.00593883543276548,0.00121830570313783,0.00311965696132679,-0.0046240838906551,-0.00488455085969592
"35",35,-0.00492140360535122,0.00282530571220302,0.00233011906556068,0.00124092916276854,-0.00372675325739798,-0.00609653802337096
"36",36,-0.00203416454130755,0.00599990034950315,0.00365698166172763,0.00190285526836809,-0.00159250641078371,-0.00419432387848441
"37",37,-0.00397585062811478,0.00558794948629074,0.00152913678221588,0.00412745852193242,-0.00204000378974916,-0.00132431400229769
"38",38,-0.00265366695564367,0.00600255484753731,0.00310457367473229,0.00161694831125321,-0.00212391833871182,-0.00387796348873252
"39",39,-0.00176729187782236,0.00740056212329624,0.00298782276229955,0.00154758109677049,-0.000454005522860229,-0.00180329898528371
"40",40,-0.0020213058166452,0.00426484460997108,0.00179685187896929,0.00450138362078299,-0.000428524605554797,-0.00064536361222333
"41",41,-0.00474083168503817,0.00207396456851521,0.000940465568854361,0.00208932003765521,-0.00119953455469763,-0.00477468604640233
"42",42,-0.0030502424939664,0.00592466342490409,0.004454652849312,0.00511295298205456,-0.00249612757593398,-0.0023903595072579
"43",43,-0.00485848296325044,0.00446214385586031,0.00290783284086955,1.15203023591007e-05,0.000248201556754596,-0.00343241866810033
"44",44,-0.00406592294725534,0.0019016106841364,0.00275278159452549,0.00273910317803887,-0.000383776948035176,-0.00552964994523773
"45",45,-0.00328053817103122,0.00508286102810048,0.000220960006457799,0.00360771584378088,-0.00120509202147515,-0.00460417798109972
"46",46,-0.00192387057202495,0.00530751848922694,0.00321077927388264,0.00229109253517173,-3.66040683572906e-05,-0.00217449482796132
"47",47,-0.00590496462370097,0.00474133742878396,0.000656978282188068,0.00255101887031535,-0.00399764575819706,-0.0042016516519395
"48",48,-0.00427223720758006,0.00619662592914198,0.00358750882598254,0.00217492502980893,-0.00162227493442289,-0.00175981067097308
"49",49,-0.00167471365651318,0.00766192967673132,0.00437444528049529,0.0026587668511528,-0.000369417628856363,-0.00407080171603911
"50",50,-0.00465344333877742,0.00414330752069762,0.0030333086706941,0.00258456556880901,-0.00349884538234297,-0.00514823243083459
"51",51,-0.000863931661948308,0.00436623239750598,0.004891861964272,0.00415077083803332,7.27784661015483e-05,-0.0025896628061541
"52",52,-0.00619080337957217,0.00874746921844106,0.00322406410468814,0.00379201119931176,-0.00407427992155089,-0.00275334136465604
"53",53,-0.00599692647581211,0.00863286628191009,-0.00101031859685333,0.00112115089047788,-0.00514891376749568,-0.0031022657930998
"54",54,-0.00335189402614132,0.00477440888433902,0.00216226057665332,0.00317537233893099,0.000161826427735986,-0.00199104707056713
"55",55,-0.00423418060264261,0.00382146948259762,0.00138348047639276,0.00363908479904848,-0.000656207817932194,-0.00412516524297878
"56",56,-0.00607242644310843,0.00438252414349914,0.00346195329832532,0.00130718489354156,-0.00228768860437292,-0.00572181841310003
"57",57,-0.00544447953555878,0.00540984076593403,0.000534461393479886,0.0010456221662974,-0.00166461214119746,-0.00617368172108996
"58",58,-0.00301834331058227,0.00453645380934998,0.00299019841974385,0.00115199554993782,-0.000922037279521463,-0.00290389101392601
"59",59,-0.00521081645280475,0.00546123445610026,0.00108911917889426,0.00360588015765584,-0.00224686890873716,-0.00457601444383457
"60",60,-0.00128968076332361,0.00558779041386055,0.00351911338378314,0.0034271264672912,-0.000509739260199673,-0.0021733584629308
"61",61,-0.00438478252641414,0.00269976522617013,0.00311719466586108,0.00378045091709357,-0.00231864983753679,-0.00227357629602677
"62",62,-0.000392111341272285,0.00647522772081842,0.00453672920131812,0.00350780832493095,-0.00047543180564983,-0.00290062303638984
